이름,성별,주소,나이,신장,체중,휴대폰번호,신용대출한도 ,신용잔액비율,신용등급,월소득,교육정도,직업종류
오갑진,M,서울 송파구 잠실동,70,176,68.558333,1067665724,594500000,2854.056649,2,1058333,고졸,주부
박재순,M,경기 성남시 태평3동,64,174,70.059167,1050858325,1700000,2.054949345,9,1059167,석사,무직
서순덕,F,서울 노원구 공릉동,39,149,68.56,1041380642,224600000,262.7499839,2,8060000,고졸,자영업
정명선,F,울산 북구 양정동,39,135,69.217145,1010516990,14400000,39.67772867,9,2217145,중졸,무직
윤경희,F,전남 여수시 남산동,62,157,75.060833,1019364117,43900000,611.4972629,3,8060833,대퇴,강사
김한규,M,경기 파주시 금촌동,37,137,57.061667,1091688164,302000000,624.731076,3,61667,석사,자영업
임춘자,F,광주 남구 방림2동,46,142,67.813743,1048352796,53100000,8.373631104,3,9313743,석사,학생
손정희,F,서울 은평구 응암동,43,150,74.063333,1044825906,13700000,1326.876513,5,8063333,대퇴,주부
정강규,M,경기 파주시 적성면,68,176,82.564167,1016016737,39000000,452.6409861,4,1064167,학사,자영업
최광석,M,경기 고양시 마두1동,41,149,54.565,1087486237,29300000,198.5283157,5,1065000,고졸,강사
김창국,M,경기 시흥시 대야동,74,184,84.84283,1017762507,12700000,18.95078317,9,4842830,학사,회사원
민병섭,M,경기 고양시 성사동,66,162,69.065833,1040336184,8000000,0.00907623,3,1065833,석사,자영업
김향심,F,경기 고양시 사리현동,38,145,61.566667,1073112701,623300000,27.88965683,1,8066667,대재,강사
이계연,F,경북 포항시 연일읍,46,150,82.0675,1050026084,12700000,22.45756493,5,8067500,대재,주부
김인철,M,경기 고양시 가좌동,45,141,59.042191,1037531220,78500000,371.7225671,5,1542191,전문학사,자영업
양회문,M,충남 공주시 반죽동,66,166,71.068333,1057383391,54000000,296.3922477,6,68333,전문학사,자영업
제기호,M,서울 송파구 마천2동,58,166,77.569167,1046657434,46100000,327.4938551,6,1069167,중졸,회사원
김동일,M,경기 고양시 일산4동,30,136,54.07,1021311324,248200000,970.0238402,4,70000,학사,자영업
이순금,F,서울 관악구 신림본동,61,169,76.570833,1029796272,61000000,2544.104767,4,1070833,학사,주부
이기섭,M,전북 정읍시 덕천면,63,158,73.071667,1048229248,36100000,49.94403777,7,71667,기타,회사원
박현옥,F,경기 고양시 대화동,81,176,75.073333,1063502568,126600000,132.1776317,3,1073333,공학박사,강사
정순님,F,경기 부천시 송내동,67,166,70.574167,1068072939,61900000,10.43406556,5,1074167,고졸,무직
이상진,M,경기 파주시 조리읍,72,181,68.575,1099872736,44500000,62.32754878,6,75000,학사,무직
송창기,M,대전 서구 둔산동,66,168,76.075833,1096456248,113300000,4.156460624,5,75833,학사,주부
배길웅,M,부산 금정구 장전1동,61,165,78.576667,1068956001,46600000,54.42227716,7,76667,석사,주부
전귀영,M,경기 용인시 고림동,43,142,78.861655,1093325816,3300000,0.128183759,6,8861655,석사,자영업
이상혁,M,경기 고양시 백석동,57,161,68.078333,1039774808,21900000,85.40342394,8,78333,석사,강사
임노석,M,강원 속초시 교동,69,171,67.079167,1025422884,4800000,0.642212293,7,1079167,학사,자영업
한광우,M,대구 북구 읍내동,49,148,71.580833,1097981287,1700000,0.082005084,6,3080833,석사,학생
김순애,F,경기 고양시 토당동,66,164,77.081667,1028320376,3100000,3.868047185,8,1081667,대재,자영업
최경화,F,서울 동작구 상도4동,75,177,71.5825,1037297787,4100000,0.664501365,9,82500,석사,자영업
이주규,M,울산 북구 연암동,42,146,65.508333,1079197950,280500000,16.15142191,3,8333,전문학사,학생
박진웅,M,충남 서천군 장항읍,58,153,64.009167,1012382224,85600000,6.083160355,3,1009167,대재,주부
서춘화,F,전남 목포시 대안동,29,138,63.01,1085771633,11600000,14.57418259,5,8010000,학사,학생
김봉순,F,인천 서구 불로동,79,188,79.510833,1091202510,334300000,1036.859213,2,3010833,학사,강사
안병원,M,경기 고양시 일산2동,50,154,61.5125,1028527350,3000000,0.007189349,4,12500,고졸,주부
채형주,M,경기 고양시 중산동,52,150,57.513333,1082934011,283300000,196.6810677,3,13333,고졸,주부
강신민,M,서울 서대문구 연희2동,18,114,58.514167,1057323531,186100000,413.7219637,4,14167,대퇴,주부
최경순,F,서울 서대문구 북가좌1동,61,162,85.128445,1074042713,1600000,2.587920557,7,10128445,기타,무직
김정오,M,경기 과천시 중앙동,42,144,63.578049,1037689100,17800000,27.19616687,7,2078049,대재,자영업
김여영,F,서울 금천구 독산1동,66,165,87.515,1045548239,721300000,9144.617569,1,8015000,고졸,자영업
인태섭,M,서울 서초구 서초1동,39,134,62.015833,1063299338,174900000,42.38129059,3,1015833,고졸,학생
정한순,M,경기 안양시 평촌동,44,152,68.516667,1050686350,14800000,2.382265386,8,16667,학사,무직
전성애,F,서울 서대문구 연희2동,44,150,70.519167,1070926112,4500000,0.490604969,4,7019167,대재,학생
안종숙,F,울산 남구 야음2동,39,134,63.52,1077729022,709800000,1680.051694,3,20000,고졸,자영업
윤길자,F,서울 강동구 길동,59,162,72.020833,1041191515,27800000,277.949969,5,1020833,석사,강사
임소영,F,인천 부평구 갈산2동,42,140,76.5225,1045526177,651800000,3026.925613,1,8022500,고졸,무직
김혜자,F,충남 서천군 서천읍,32,136,60.023333,1015622013,47400000,540.69469,3,8023333,대재,주부
김계순,F,부산 연제구 거제2동,47,144,70.612903,1042381339,25100000,29.59807931,4,10112903,고졸,학생
윤춘경,F,경기 고양시 백석동,63,164,92.024167,1078743234,18100000,2.73403655,4,8024167,대재,자영업
고순임,F,경기 고양시 대화동,40,139,69.525,1091404998,39300000,332.909784,3,8025000,기타,회사원
강영순,F,경기 고양시 풍동,67,174,84.025833,1090901564,867400000,1.161879019,1,8025833,초졸,무직
정재철,M,강원 태백시 상장동,62,169,66.526667,1045715325,22700000,6.949119283,7,1026667,고졸,자영업
김병춘,M,전북 김제시 부량면,72,175,80.0275,1047529490,11500000,1.484100956,9,27500,학사,회사원
박동식,M,인천 남동구 만수6동,66,165,74.528333,1021115805,14800000,1298.359505,6,1028333,석사,학생
김경제,M,경기 고양시 탄현동,44,145,68.529167,1026459401,428200000,1078.793223,2,1029167,초졸,자영업
신정은,F,서울 서대문구 홍은동,41,151,62.030833,1072208774,5000000,12.1020542,9,30833,고졸,회사원
박노수,M,경북 칠곡군 동명면,48,149,64.031667,1078806469,896500000,2907.155851,2,1031667,석사,자영업
임범상,M,경기 고양시 백석동,47,148,75.5325,1040426846,4200000,4.021540135,7,3032500,학사,학생
권용석,M,경기 성남시 이매동,62,160,75.533333,1036445112,1100000,0.070707852,8,1033333,학사,주부
김옥선,F,경기 용인시 기흥읍,77,183,72.507852,1049004414,958300000,2417.891845,3,3007852,대퇴,주부
천성순,F,경기 광주시 오포읍,42,146,61.034167,1034915483,8700000,10.88124311,6,8034167,기타,자영업
이종현,F,경기 고양시 마두1동,50,146,83.719109,1042708905,345700000,38.01287138,2,15219109,학사,자영업
조성환,M,경기 고양시 화전동,79,188,85.035,1054802579,119100000,368.1914719,4,35000,석사,학생
오상수,M,서울 종로구 명륜동4가,67,171,66.535833,1088224767,37800000,88.51484731,7,35833,대재,학생
장분남,F,서울 마포구 망원동,38,147,61.536667,1024411125,16000000,42.36065331,9,36667,고졸,주부
김상보,M,경기 김포시 고촌면,51,155,65.5375,1041530211,26100000,27.06867977,7,37500,고졸,강사
김태봉,F,부산 연제구 연산3동,40,140,71.038333,1079442017,10900000,18.19046586,5,8038333,기타,회사원
안양수,M,서울 강서구 염창동,72,182,82.539167,1050489427,7300000,26.81684098,9,39167,석사,강사
안분예,F,부산 남구 대연3동,60,165,67.04,1050606129,16200000,16.46592468,6,1040000,학사,무직
전한솔,F,서울 서초구 방배동,39,137,55.040833,1097124785,9300000,4.540182076,9,40833,대퇴,자영업
이흥식,M,인천 서구 가좌동,55,163,71.541667,1041714045,40200000,87.39624414,7,41667,학사,자영업
전태영,M,경기 고양시 마두동,51,156,74.0425,1074372930,615700000,1522.528827,2,1042500,초졸,자영업
김영희,M,경기 의정부시 가능1동,67,176,73.544167,1080594041,333500000,392.0572839,4,44167,석사,주부
최양호,M,경남 창녕군 창녕읍,45,153,70.15071,1020089263,226600000,399.4317,2,7650710,학사,강사
이강술,M,경기 안양시 부림동,72,169,81.545,1074419336,382100000,427.5780573,3,1045000,대퇴,자영업
김영기B,M,서울 송파구 잠실본동,66,162,80.045833,1042088303,348600000,2587.934849,1,7045833,해외유학,자영업
방점순,F,부산 기장군 기장읍,47,144,78.583083,1012675594,11300000,0.473076386,4,13583083,기타,주부
전성하,M,경기 고양시 마두1동,36,136,65.546667,1082122035,189300000,544.544487,3,1046667,기타,자영업
곽순익,F,경기 고양시 성석동,64,159,79.5475,1055546160,188800000,194.1997233,2,8047500,대퇴,주부
윤경자,F,충남 천안시 신부동,45,141,58.548333,1065382951,34000000,0.046909347,4,48333,석사,주부
심주현,M,경기 고양시 일산3동,61,161,72.049167,1036567499,12200000,21.92950921,9,49167,대재,자영업
유미혜,F,인천 연수구 옥련동,35,135,57.55,1055728429,11900000,15.07288818,5,3050000,석사,자영업
라양덕,F,서울 서초구 양재동,46,146,64.550833,1094783086,2300000,2.601389142,7,8050833,전문학사,주부
김수희,F,경남 창원시 반계동,65,174,78.051667,1084156498,6100000,0.501812076,8,1051667,학사,강사
김용재,M,인천 부평구 산곡3동,32,138,64.053333,1058841541,25200000,67.9639144,8,53333,이학박사,무직
박상언,F,충남 공주시 반죽동,31,138,66.198497,1056580106,27500000,3.167648062,4,9198497,전문학사,주부
강선미,F,인천 계양구 박촌동,46,152,83.554167,1013952450,5000000,0.875560446,6,8054167,학사,주부
조치영,M,경기 고양시 일산2동,44,142,56.055,1034796207,291200000,37.19586125,3,1055000,석사,회사원
김옥녀,F,경북 문경시 호계면,75,184,84.055833,1091544885,4100000,5.299492412,6,8055833,대퇴,주부
김만수,M,충남 서산시 오남동,66,169,79.056667,1098129842,33600000,36.11136487,4,1056667,학사,무직
조진희,F,서울 서초구 서초동,50,160,60.0575,1062410435,1500000,132.2168356,9,1057500,석사,자영업
김문희,F,서울 동대문구 장안2동,48,156,74.058333,1056185904,24300000,1.593359664,4,8058333,고졸,회사원
유병렬,M,경기 고양시 일산4동,80,184,77.559167,1066172626,331500000,33.80234124,3,59167,학사,무직
이도삼,M,서울 용산구 한남1동,62,159,73.56,1013894645,4300000,17.66508639,9,60000,대재,계열사직원
이상남,M,경기 부천시 고강본동,49,154,77.060833,1066678754,76000000,263.3411758,3,7060833,기타,주부
서희숙,F,경기 수원시 조원동,2,112,48.061667,1019256212,17800000,0.083657796,6,61667,학사,학생
정영숙,F,제주 남제주군 성산읍,37,146,77.194815,1066684631,578800000,265.768405,1,10694815,대퇴,주부
양기복,M,인천 남동구 만수1동,45,141,56.012841,1067937481,41700000,2.598066577,5,2512841,고졸,자영업
국말례,F,경기 양평군 옥천면,61,163,77.458894,1021018158,370500000,0.801242605,1,9458894,학사,강사
송경순,F,서울 성동구 행당2동,61,162,77.0625,1015440805,458500000,55.1278919,3,1062500,고졸,주부
정의상,M,인천 부평구 부개2동,68,170,81.064167,1055094619,2900000,7.140500426,10,64167,중졸,자영업
정해윤,M,경기 김포시 장기동,62,169,65.565,1072929840,93800000,4.519912745,4,1065000,석사,자영업
여희자,F,경기 김포시 하성면,71,172,83.661557,1085531734,20800000,151.1891609,4,10161557,중졸,자영업
이양호,M,충남 홍성군 갈산면,57,157,61.471454,1047745018,46500000,56.12783144,7,3471454,대퇴,주부
박상돈,M,경기 안양시 박달동,41,139,70.065833,1020405803,249100000,8548.387097,4,65833,대재,무직
최범석,M,서울 영등포구 양평동5가,66,171,86.566667,1067319219,776700000,43.49488544,2,1066667,중졸,무직
도동석,M,서울 도봉구 창2동,56,157,64.5675,1050368822,214100000,125.4954462,3,1067500,기타,자영업
윤미숙,F,경기 고양시 화정동,47,148,60.568333,1091377896,12200000,5.392668005,5,8068333,대퇴,강사
오선미,F,경기 성남시 태평2동,48,144,66.069167,1029466194,32700000,1.221661972,3,8069167,고졸,강사
김기덕,M,강원 춘천시 석사동,22,132,48.07,1084872776,11000000,1.11281259,6,1070000,대퇴,학생
강태희,M,서울 영등포구 문래동3가,70,168,78.570833,1016020291,32000000,49.79754187,7,70833,대재,무직
정영균,M,서울 성동구 마장동,48,148,71.571667,1097943782,44000000,172.2598932,7,71667,전문학사,자영업
김진보,M,경기 고양시 백석동,51,156,73.5725,1052679305,37700000,19.26828558,4,3072500,고졸,학생
유경옥,F,인천 남동구 만수4동,74,178,89.575,1042945667,271100000,21.77716267,2,3075000,학사,전문직
최종규,M,경기 부천시 송내동,71,169,81.075833,1084790204,209000000,1.818324595,4,75833,학사,주부
염상길,M,경남 마산시 완월동,64,173,77.576667,1038646291,2400000,27.54757696,10,76667,전문학사,자영업
이옥자,F,서울 동대문구 장안4동,51,161,71.698713,1031578469,3400000,5.722171732,6,11198713,석사,자영업
심순섭,F,제주 제주시 이도동,58,158,76.5775,1042308394,224100000,1531.156054,4,77500,학사,회사원
김경숙,F,경기 고양시 장항동,30,140,53.078333,1029624447,876800000,976.4974613,1,8078333,기타,자영업
김동욱,M,경기 고양시 성사동,73,178,82.079167,1034075233,26700000,70.65379903,4,3079167,고졸,자영업
하용분,F,충남 청양군 대치면,64,173,88.388007,1048536410,576800000,41.17229986,3,3388007,고졸,자영업
백은선,F,강원 인제군 기린면,34,131,66.080833,1012742667,1200000,1.231610515,7,8080833,학사,무직
전계자,F,서울 구로구 신도림동,46,155,69.5825,1049033686,69200000,62.78358082,3,8082500,석사,회사원
장연애,F,인천 남구 학익1동,59,167,74.129056,1025993833,5100000,0.473962058,4,8129056,공학박사,주부
이강훈,M,경기 용인시 성복동,75,185,84.508333,1034807347,12400000,17.30748563,8,1008333,학사,주부
김순근,F,서울 도봉구 창동,43,138,62.009167,1029387791,8600000,9.914070371,6,8009167,전문학사,회사원
이순애,F,경기 파주시 검산동,40,145,57.51,1043563283,1900000,0.2115168,10,10000,공학박사,자영업
김진숙,F,부산 연제구 연산동,1,102,55.011667,1057412010,3100000,134.6596586,7,8011667,대퇴,주부
엄춘을,F,인천 서구 가좌1동,46,149,65.899184,1038208441,127100000,9.112794528,3,5899184,고졸,강사
전영춘,M,경기 파주시 문산읍,43,141,54.014167,1070341718,38100000,50.39535887,4,1014167,석사,주부
이현,M,인천 부평구 부평1동,45,151,68.515,1024163273,60700000,1068.906616,4,1015000,대재,회사원
박영성,M,경남 진주시 상봉서동,57,156,76.469802,1055349009,33000000,0.06082958,4,3469802,학사,강사
조병식,M,경기 파주시 교하읍,69,173,86.515833,1089219634,971700000,1070.1754,1,3015833,기타,자영업
이현상,M,인천 부평구 산곡4동,64,173,71.516667,1084167875,4600000,0.004948856,3,16667,고졸,자영업
김상도,M,서울 서초구 방배동,57,153,66.5175,1083589019,32700000,74.14461601,3,5017500,전문학사,무직
유수익,M,부산 사상구 모라1동,53,153,61.018333,1047209419,931500000,2481.723432,2,1018333,학사,자영업
김재영,M,서울 마포구 중동,63,170,86.495088,1078713139,44700000,22.32652366,7,1995088,고졸,회사원
이명신,F,서울 구로구 신도림동,48,152,76.019167,1032737666,4200000,5.076583894,6,8019167,석사,회사원
엄명숙,F,서울 서대문구 홍은동,41,146,65.020833,1055411668,953600000,109.0171446,1,8020833,석사,자영업
김순정,F,경기 고양시 일산3동,40,150,63.5225,1097083073,12600000,16.19710072,5,3022500,석사,주부
홍성화,F,서울 중랑구 면목동,43,151,62.023333,1086391271,297100000,2602.556129,2,3023333,대퇴,학생
백종순,F,서울 서대문구 남가좌2동,60,164,79.024167,1041122350,2900000,241.6062651,9,1024167,학사,주부
고인화,M,서울 관악구 신림동,43,145,62.525,1092983095,50000000,91.79718697,4,1025000,대재,강사
김인철,M,전북 부안군 하서면,41,136,62.025833,1074588484,53300000,127.9745684,3,3025833,대재,자영업
이흥수,M,경북 안동시 운안동,44,147,62.026667,1092182278,8400000,15.65140592,4,7026667,대재,회사원
서임석,F,경기 고양시 일산3동,2,112,45.0275,1051286641,4800000,5.701768974,6,8027500,대퇴,자영업
구진회,M,경기 동두천시 생연2동,66,169,65.528333,1058683939,173100000,179.2300253,4,28333,석사,회사원
김시자,F,경기 부천시 중2동,44,148,58.161755,1090938190,29800000,50.44443579,7,2161755,전문학사,자영업
심영주,F,서울 성동구 성수동1가,49,157,77.029167,1065625248,6000000,10.34873513,6,8029167,중졸,주부
윤영희,F,서울 양천구 신정3동,73,178,92.53,1044326939,33600000,4.711836821,3,7030000,기타,주부
장민재,M,부산 동구 수정4동,52,162,64.030833,1014980890,113200000,1241.445868,6,30833,석사,자영업
김용주,F,경기 고양시 화전동,39,144,68.631639,1023491429,447400000,64.09933133,3,1131639,대재,회사원
김성일,M,인천 계양구 귤현동,65,164,68.031667,1080226109,13600000,14.78366926,8,31667,기타,학생
윤선필,M,서울 서대문구 홍제2동,57,160,75.533333,1068419637,1300000,0.191877642,6,5033333,대재,학생
임용애,F,경기 이천시 창전동,48,144,72.237927,1035151936,11900000,2.270433857,6,3737927,대재,무직
김재순,F,대전 서구 둔산동,49,145,82.534167,1052043195,136100000,262.8224934,3,8034167,석사,자영업
배태현,M,제주 제주시 건입동,70,168,77.035,1077596566,226800000,548.1226557,3,1035000,석사,무직
윤용수,M,경기 고양시 마두2동,32,139,65.535833,1074802705,12400000,2.524062046,7,1035833,중졸,무직
심해구,M,서울 관악구 신림9동,64,160,70.536667,1053100189,13800000,0.500949026,8,36667,전문학사,자영업
윤미자,F,충남 부여군 내산면,75,181,76.5375,1041575312,575400000,2223.390032,3,37500,기타,무직
황의난,F,인천 서구 왕길동,71,177,86.038333,1069686095,54100000,167.3549565,3,3038333,기타,자영업
이동원,M,경기 군포시 당동,57,162,77.039167,1050743643,131600000,24.50109277,4,39167,고졸,자영업
박창규,M,경기 성남시 수내동,45,149,74.54,1012064039,61700000,11.37947239,4,1040000,대퇴,자영업
이정숙,F,경기 파주시 교하읍,57,159,74.540833,1038144115,73900000,37.74350048,3,8040833,초졸,학생
김형태,M,서울 강남구 대치4동,71,180,83.035915,1031424152,1500000,2.649310738,9,4535915,기타,회사원
박범호,M,경기 용인시 신봉동,40,143,64.041667,1047961145,21000000,24.60851947,8,41667,고졸,회사원
김갑희,F,서울 중랑구 신내1동,61,171,67.0425,1055694067,709400000,13980.80448,2,1042500,석사,강사
공미자,F,경기 파주시 교하읍,54,150,69.543333,1046731415,15500000,0.656171535,4,8043333,대재,자영업
윤창수,M,서울 마포구 도화2동,61,161,65.044167,1062718775,4800000,6.523290184,9,1044167,대재,자영업
우성혜,F,서울 강서구 방화3동,38,133,61.045,1029505975,3300000,7.481466367,7,8045000,대재,주부
이기연,F,경기 고양시 마두1동 ,65,166,82.150709,1072495364,45500000,18.93446013,4,2150709,중졸,자영업
소영섭,M,경기 고양시 일산2동,38,138,55.545833,1036611732,28300000,76.15469899,8,45833,기타,무직
이금용,F,전북 전주시 효자동1가,1,96,47.035503,1089513003,1100000,0.116922875,8,2535503,석사,무직
정순기,M,서울 양천구 신월1동,41,139,61.371071,1072061498,68600000,94.44027616,4,3371071,기타,무직
손순녀,F,경기 고양시 화정1동,85,187,87.546667,1045442821,398000000,454.2611522,2,8046667,석사,자영업
김광희,M,강원 동해시 송정동,38,139,55.0475,1012959330,12600000,25.389098,8,47500,대퇴,자영업
최순금,F,서울 성북구 정릉2동,71,177,74.548333,1022533860,67300000,145.4836304,4,1048333,공학박사,자영업
백묘임,F,서울 은평구 진관동,61,159,82.049167,1058230844,50400000,91.80996794,7,49167,학사,자영업
박승규,M,경기 고양시 일산1동,63,166,83.05,1087878269,272600000,765.6056036,4,50000,석사,자영업
차화자,F,경기 고양시 화정동,48,158,65.550833,1069747211,38600000,13.2620071,3,8050833,고졸,자영업
곽화덕,F,경기 수원시 권선동,67,171,67.051667,1012304564,16400000,6.742317663,8,51667,기타,학생
김종옥,F,서울 강동구 하일동,70,173,77.5525,1019582728,3100000,9.392772413,7,8052500,석사,자영업
하은주,F,경기 시흥시 은행동,67,176,74.553333,1087223044,26700000,55.06744215,4,3053333,학사,자영업
강용운,M,전북 고창군 부안면,66,165,82.554167,1076995653,27500000,89.02067546,8,54167,대재,자영업
유현순,F,대전 서구 탄방동,52,153,79.074464,1021069669,48200000,58.30565226,3,13074464,대퇴,강사
이용,M,부산 기장군 기장읍,76,180,81.555,1093329965,35100000,84.60094146,4,1055000,공학박사,회사원
김명기,M,서울 양천구 신월2동,71,181,67.863264,1046966342,125900000,452.1198279,4,1863264,고졸,학생
손효종,M,서울 은평구 구산동,64,164,65.498062,1099253658,269000000,735.8271217,4,2998062,기타,무직
우숙자,F,강원 속초시 교동,41,146,55.055833,1058759660,511900000,107.7655171,3,55833,학사,주부
김순단,F,서울 서초구 방배동,66,173,76.0575,1073604508,15600000,24.47819087,4,8057500,대퇴,주부
허옥,M,경기 양주시 은현면,50,154,76.077355,1058612101,308300000,0.769713563,3,1577355,이학박사,자영업
정현훈,F,경기 안산시 선부1동,32,141,61.558333,1094431602,62500000,8.106125131,3,8058333,고졸,주부
이영애,F,경기 파주시 야당동,59,157,76.059167,1083257296,71800000,576.202361,3,8059167,고졸,강사
오민자,F,경기 고양시 백석동,38,141,64.56,1087048249,272900000,314.6173117,4,60000,이학박사,회사원
김주철,M,경기 고양시 덕이동,55,163,68.560833,1097789429,303200000,520.0498781,2,3060833,대퇴,자영업
김인숙,F,경북 포항시 구룡포읍,74,172,85.061667,1069633581,3600000,0.378271378,6,8061667,고졸,강사
박간옥,F,서울 강동구 길동,46,144,61.5625,1055820389,476700000,2786.822952,2,8062500,석사,무직
배병덕,M,경남 사천시 곤명면,52,150,71.063333,1040123355,9500000,12.69501888,8,1063333,석사,강사
이윤숙,F,서울 동대문구 청량리1동,7,116,49.064167,1064101567,3200000,0.354353353,9,64167,대퇴,강사
전은숙,F,충남 서산시 부석면,43,142,68.565,1067000029,250600000,20.53777332,3,1065000,해외유학,학생
박창수,M,경기 고양시 화전동,41,146,67.565833,1082776434,2600000,0.003060762,4,65833,석사,무직
조윤자,F,서울 금천구 시흥5동,60,165,65.566667,1032870432,72700000,639.2782399,3,8066667,대재,자영업
이승하,M,경북 영주시 상망동,61,160,87.457771,1062534400,38200000,45.22503004,4,3957771,초졸,강사
송명숙,F,경기 용인시 마북동,65,170,83.5675,1084539410,61900000,123.7913346,5,1067500,대재,무직
방용향,F,충남 천안시 사직동,75,181,81.568333,1029988194,15500000,30.30462996,4,8068333,학사,회사원
유도운,M,경북 울진군 울진읍,40,139,55.569167,1051136116,1200000,9.954375778,9,1069167,고졸,자영업
김영환,M,경기 고양시 일산2동 ,55,161,67.57,1019860502,131900000,18.90332347,3,1070000,대퇴,주부
이홍인,F,경기 파주시 교하읍,45,142,57.571667,1040929150,26900000,13.85654407,7,71667,학사,자영업
이덕화,F,경기 파주시 탄현면,48,153,85.0725,1075157706,13400000,23.6821502,5,8072500,고졸,회사원
서관주,M,경기 김포시 하성면,36,141,64.573333,1048777755,56100000,53.62283932,3,7073333,고졸,강사
신미란,F,경기 고양시 풍동,44,139,67.074167,1011708743,316200000,60.35369326,2,8074167,고졸,강사
이선순,F,강원 춘천시 후평2동,1,98,31.575,1094600329,192100000,309.3273218,4,75000,석사,무직
박영순A,F,인천 서구 석남1동,81,187,74.575833,1055357526,585200000,477.2195357,3,75833,학사,자영업
정선옥,F,경기 평택시 신장동,75,182,80.076667,1081330178,16800000,58.87155838,4,8076667,고졸,강사
박만조,M,서울 송파구 송파2동,54,150,68.28438,1013691103,24300000,56.34246947,5,3784380,해외유학,자영업
오동진,M,경기 파주시 교하읍,44,142,68.5775,1079215815,256900000,303.6700458,3,1077500,중졸,주부
고명관,M,경기 동두천시 지행동,68,163,78.578333,1091262936,40500000,49.11740272,7,78333,기타,강사
김창수,M,부산 서구 남부민동,52,161,77.579167,1061772061,7200000,8.61381057,7,1079167,석사,자영업
신종락,M,대전 서구 둔산동,70,167,92.671801,1057526385,4800000,0.622096801,4,8671801,고졸,주부
권정애,F,인천 부평구 청천2동,42,150,77.742225,1083861804,583500000,2054.859646,1,10742225,대퇴,주부
조우순,F,경기 고양시 고양동,51,150,67.58,1019554270,5900000,6.850762525,6,8080000,기타,학생
정병두,M,서울 관악구 신림10동,38,148,73.080833,1011799317,21000000,6.717523652,6,1080833,중졸,자영업
제웅란,F,경기 평택시 팽성읍,37,137,63.581667,1064183007,28900000,17.35754501,8,81667,석사,자영업
김학강,F,경기 평택시 비전2동,64,173,82.0825,1096023429,67400000,2.550988353,6,82500,고졸,자영업
이정숙,F,충북 제천시 화산동,44,149,63.008333,1042538640,30200000,63.76945021,7,8333,학사,자영업
홍후남,F,강원 양구군 양구읍,29,124,58.009167,1051903291,74000000,4659.069445,3,8009167,학사,자영업
장옥자,F,대구 북구 동천동,48,155,72.233182,1025935978,2600000,2.708110478,6,12733182,대퇴,무직
김경희,M,경기 고양시 풍동,44,143,66.324988,1088646604,575500000,1908.947674,2,7824988,기타,주부
김순조,F,경기 하남시 춘궁동,55,163,78.003331,1072070176,9500000,51.61921321,5,9003331,공학박사,회사원
박정희,F,인천 서구 가정2동,50,158,56.51,1052816277,3100000,0.116409093,8,10000,학사,전문직
안석원,M,경기 고양시 마두동,58,167,75.010833,1069387267,8000000,0.018168392,2,7010833,석사,자영업
이근분,F,경기 파주시 교하읍,55,156,87.511667,1040654381,60000000,11.28381619,3,8011667,학사,주부
방용안,M,서울 강남구 대치동,68,167,65.0125,1033565882,19200000,0.714237009,6,1012500,대퇴,자영업
황수연,M,서울 동작구 흑석동,71,172,72.75549,1075867726,23500000,49.28949714,5,3755490,대퇴,학생
전영철,M,서울 동대문구 이문동,39,144,75.013333,1049110327,7500000,8.981939117,4,7013333,기타,무직
김철곤,M,경기 군포시 당동,44,150,62.986252,1063368318,42800000,51.9196943,4,3486252,전문학사,무직
김선호,F,경기 시흥시 포동,46,154,59.014167,1067405307,10000000,127.0535022,9,14167,대재,강사
고이용,M,경기 고양시 백석2동,48,157,59.015,1064773250,2100000,0.092710652,7,1015000,고졸,주부
박성표,M,경기 평택시 오성면,52,157,61.015833,1010602189,301100000,5601.860465,3,1015833,고졸,자영업
김성규,M,경기 고양시 풍동,70,176,69.016667,1055381568,927300000,1389.119835,3,16667,기타,강사
박정치,M,서울 도봉구 창4동,32,140,58.5175,1036021530,33500000,35.05588536,7,17500,대퇴,자영업
남경희,M,경기 고양시 성사동,74,170,70.519167,1096582053,153500000,8.244918445,5,19167,석사,학생
장광철,M,충북 청주시 사직1동,80,176,91.02,1088062072,697900000,440.4844256,1,7020000,학사,주부
구벽서,M,경기 고양시 마두동,71,169,83.520833,1019433541,40500000,28.82775665,6,1020833,학사,자영업
심복순,F,경기 안산시 고잔동,43,139,73.103736,1075394611,97600000,482.8384569,3,6103736,중졸,강사
정연님,F,인천 남구 주안7동,39,135,65.521667,1058975024,2000000,7.333851592,7,8021667,고졸,회사원
김성현,M,인천 서구 가좌동,43,145,61.0225,1059592644,97400000,193.2229146,4,1022500,고졸,무직
민경희,F,강원 춘천시 온의동,61,163,81.523333,1062086728,6200000,353.1757334,6,8023333,대재,자영업
권기욱,M,부산 기장군 기장읍,77,176,84.004558,1063344507,49600000,77.87196029,4,2004558,학사,무직
황명주,F,부산 동래구 사직1동,66,173,79.524167,1032862782,31400000,0.267287204,4,1024167,이학박사,학생
최민경,F,경기 화성시 정남면,38,148,68.025,1033691122,186500000,197.0538078,4,25000,학사,자영업
박수연,F,충북 청주시 영운동,48,155,73.025833,1066504342,1000000,1.132509244,7,8025833,고졸,자영업
김은숙,F,광주 북구 양산동,39,137,63.191546,1082235910,1300000,0.06276125,6,9191546,석사,주부
