이름,성별,연령,휴대폰번호,신용대출한도 ,신용등급
김왕식,M,36,1047068831,1400000,9
김용준,M,71,1084470434,31400000,7
강정애,F,39,1025659833,78200000,3
조남용,M,62,1082103777,114500000,4
한광용,M,72,1030365254,17300000,8
김기선,M,69,1044492869,17300000,6
김연미,F,40,1019895181,15700000,8
임성하,F,50,1098841102,80300000,3
서옥녀,F,45,1035311303,3600000,7
황영선,F,39,1022577657,6100000,4
김진영,M,66,1012518387,16400000,4
김숙자,F,34,1047891582,72700000,3
강영구,M,76,1016550448,420600000,3
이충임,F,25,1058539618,66000000,3
채정선,F,68,1081203949,25700000,4
윤정열,M,57,1041726914,21700000,6
나희정,F,38,1028276292,11500000,6
인호섭,M,63,1068826262,16000000,8
진동석,M,45,1027590084,123900000,2
김년환,F,60,1096100259,6900000,9
오충렬,M,65,1035418100,253300000,3
황경환,M,44,1085184626,723800000,2
유수경,F,46,1063326180,50000000,4
이상위,M,46,1062915982,44200000,6
김종록,M,57,1048526299,33300000,7
정유란,F,56,1038955565,139100000,3
김강이,M,38,1028846000,27400000,7
한금자,F,31,1088315715,202600000,2
김송자,F,76,1052868555,6600000,6
전명찬,M,68,1026918711,811600000,1
박기현,M,59,1042284642,3000000,6
최윤경,F,62,1090689045,38800000,6
이상식,M,59,1096046163,6600000,9
한한수,M,56,1045019818,72700000,4
김정숙,F,31,1076124026,19700000,8
엄재만,M,46,1064876734,53700000,7
최성호,M,60,1058582365,23100000,7
나영수,M,51,1048070375,563600000,3
강금화,F,89,1038071757,20300000,4
이현숙,F,53,1096155132,20100000,8
박순만,F,57,1010124083,13100000,8
황춘식,M,44,1081606391,661700000,3
유영인,M,55,1014341697,8200000,9
이나경,F,42,1072608918,629100000,3
김보임,F,69,1051930700,199200000,2
김동영,M,51,1083299914,43000000,3
유경란,F,65,1085291211,12300000,5
이덕자,F,44,1069444549,4800000,6
강연우,F,60,1017417082,44200000,6
장연수,F,47,1042636753,39200000,7
소병순,F,36,1030567819,81000000,3
김종식,M,71,1041904298,6500000,9
문정옥,F,38,1083019196,53600000,7
서은경,F,50,1036855715,801300000,3
배소야자,F,44,1044752207,72100000,4
심남식,F,48,1097163316,193600000,4
이영순,F,34,1024142804,117600000,3
맹효영,F,65,1035212438,23000000,5
채이호,M,62,1066268330,5100000,9
김형두,M,75,1018314084,27000000,8
차정숙,F,46,1097278360,10100000,5
고진행,M,76,1092072736,5200000,8
손미숙,F,42,1042608176,22700000,4
지덕노,M,63,1059379285,172500000,4
최현규,M,62,1099188579,667100000,3
배금숙,F,53,1015873482,344700000,2
조충현,M,59,1082566064,32800000,4
신삼림,M,68,1085333796,4100000,7
윤명옥,F,33,1057521297,514900000,1
임소이,M,64,1036042815,1300000,9
박선애,F,61,1012177564,32400000,5
박태진,M,73,1023258526,52800000,5
이찬순,F,41,1020124143,1500000,7
송정자,F,66,1079742636,24300000,4
장홍란,F,66,1068071300,11400000,4
김복수,F,58,1035291579,9400000,7
이춘희,F,71,1055533214,470100000,2
권순용,M,72,1099631069,45900000,6
이삼도,M,46,1073415890,25800000,8
신현수,M,71,1092206438,180600000,3
이종대,M,51,1060793401,3200000,9
문흥수,M,52,1079030260,75600000,3
안병원,M,50,1028527350,3000000,4
정한순,M,44,1050686350,14800000,8
김문희,F,48,1056185904,24300000,4
이영애,F,59,1083257296,71800000,3
이동희,M,68,1043231010,7200000,7
이관행,M,62,1050733582,59600000,3
박용출,M,42,1095596296,501400000,3
강혜숙,F,38,1096628159,48500000,4
서계원,M,54,1084585161,3000000,9
김경임,F,71,1081557329,32400000,4
장공기,M,46,1075547495,41700000,7
이만석,M,48,1074207090,22600000,8
표용수,M,74,1011113889,3500000,8
이정훈,M,50,1019246088,20700000,6
양윤경,M,59,1065967936,241800000,3
주영복,M,41,1053212081,8000000,7
김광석,M,60,1074956656,671900000,3
유은경,F,38,1065943961,243700000,2
이종례,F,67,1060328911,962500000,1
한성교,M,66,1020645552,20200000,6
유상우,M,64,1065957008,1900000,9
이영순,F,61,1079461246,16000000,4
우선환,M,42,1080703090,7400000,7
현현숙,F,26,1058029383,46100000,3
박영호,M,49,1018465022,70000000,3
이경자,F,15,1015546358,593800000,3
최지영,F,41,1074538970,14200000,6
김희경,F,39,1097272058,511300000,3
김영이,F,69,1068125398,752100000,1
장기홍,M,67,1046537551,36200000,3
정애임,F,59,1079399922,1400000,7
이경자,F,80,1054391397,5400000,6
방한원,M,55,1012839944,2000000,7
최재문,M,50,1053309601,2300000,8
조경림,F,69,1019698419,151400000,4
김상진,M,64,1065064780,70900000,3
박인경,F,59,1079202902,37300000,4
이의순,F,32,1017798959,429500000,3
박남옥,F,72,1011844964,41400000,4
윤신웅,M,16,1064994643,6300000,6
장영일,M,48,1069742767,8700000,9
박정숙,F,59,1059132267,33400000,4
한미숙,F,55,1048163536,667400000,1
이명자,F,71,1056741024,8100000,7
김영선,F,48,1010102494,54200000,7
신강영,F,58,1034707518,4300000,6
김정호,M,58,1086725542,13900000,9
김생수,M,50,1052101528,313200000,3
최인환,M,81,1031087909,949200000,3
이미성,F,47,1071237774,2400000,2
조한부,M,35,1048302001,7000000,5
김종원,M,55,1015062492,4300000,9
김순례,F,68,1012727569,477400000,3
장기추,M,42,1026659374,4400000,10
김미경,F,30,1051857905,283200000,2
백중기,M,38,1082582224,77700000,4
윤순자,F,75,1027958379,35500000,3
김요한,M,65,1069536468,81500000,5
조형길,M,63,1050137708,5400000,9
남성광,M,57,1014702001,4000000,8
윤영자,F,74,1016629680,69300000,6
방석원,M,65,1067216493,334300000,2
오혜숙,F,64,1072940299,59400000,3
정규태,M,76,1018282975,44200000,3
이경자,F,53,1048988584,14100000,4
신현수,M,41,1077307392,114700000,5
김기중,M,49,1099800918,796300000,3
황외선,F,37,1093872476,15900000,8
편청우,F,59,1073035228,1300000,9
최한규,M,72,1080646723,469200000,2
박희분,F,63,1053701678,20900000,8
이재순,M,71,1096100102,344600000,2
김종근,M,39,1015352498,33200000,4
박진현,M,38,1019855527,38300000,6
이재명,M,20,1025208199,23300000,4
배용제,M,75,1027025822,2300000,10
이은순,F,55,1032768751,70800000,3
변경선,F,70,1098020989,5600000,6
금명수,F,30,1070507465,2300000,10
조선호,M,74,1053963606,23000000,3
조인희,M,81,1091390699,33600000,6
이유진,F,65,1093021410,28100000,8
김진하,F,40,1073815659,202800000,3
유명숙,F,45,1060328185,153500000,4
윤승치,M,74,1041598504,22300000,7
조중용,M,16,1072262938,7600000,9
안숙희,F,38,1052460368,18100000,8
유태봉,M,75,1035134541,58000000,4
홍명자,F,38,1085225336,221900000,2
채숙자,F,50,1077547054,5300000,8
신춘화,F,63,1058255421,4300000,6
안복남,F,37,1030601889,203100000,4
김가화,F,67,1052023852,12700000,4
이봉순,F,81,1097480137,7000000,6
장명자,F,53,1015405738,2600000,7
신혜숙,F,67,1041779666,174000000,2
허옥순,F,57,1011091490,5100000,3
김순녀,F,53,1019319036,26400000,5
박봉규,M,65,1039070322,576900000,2
정옥연,F,61,1041541576,55600000,6
박인식,M,61,1051083505,5800000,6
김용범,M,72,1046307682,23200000,7
김철호,M,55,1060987783,160400000,4
이필용,M,29,1097446158,83100000,5
양제갑,M,48,1043782962,2300000,6
김주팔,M,65,1049942360,9200000,6
정종인,M,70,1020385689,44400000,4
이혜숙,F,32,1030005223,8400000,9
김우권,M,84,1012575507,10100000,7
권기현,M,62,1089505030,60900000,4
박석규,M,59,1069104402,458800000,2
장정옥,M,64,1059232292,22700000,5
유성구,M,73,1042844165,8800000,8
정석인,M,59,1016884382,62800000,7
김이남,M,36,1086773872,13500000,8
전복규,M,54,1037849088,409600000,3
전애녀,F,56,1061624361,81700000,3
구동서,M,33,1046910114,81400000,6
이순호,F,70,1017244072,27300000,7
정숙희,F,74,1081706390,594200000,1
백춘기,M,39,1054357157,29800000,6
전조자,F,60,1071259485,2100000,6
김노경,M,53,1015409881,3200000,10
김부용,F,45,1050932354,2100000,7
양현진,M,32,1090176185,332700000,2
최필환,M,60,1073436835,11400000,7
권옥순,F,21,1095218977,4600000,9
노형섭,M,33,1072507614,14900000,6
이정아,F,51,1069570417,428200000,3
최희성,F,38,1083814040,107800000,3
박용철,M,66,1075409968,13000000,7
김은순,F,81,1060209166,14600000,8
신수철,M,54,1014551001,27500000,6
한정옥,F,75,1080499445,120900000,3
전혜인,F,66,1013039887,6700000,4
박덕심,F,80,1074780988,1900000,7
김옥순,F,58,1017487577,34700000,4
이우현,M,57,1035036552,52400000,7
이미경,F,63,1049222274,547700000,1
이상연,M,57,1033100320,12200000,9
신영자,F,43,1083010142,621200000,3
김은정,F,45,1090927434,69500000,6
박미옥,F,64,1066289035,121600000,3
김영삼랑,M,40,1068139035,99700000,3
이석창,M,43,1023312363,5600000,6
이춘덕,F,54,1061889761,28700000,4
장금숙,F,42,1099586786,50400000,5
박찬기,M,44,1057106218,26100000,8
조윤구,M,40,1053831550,34300000,4
강영순,F,67,1090901564,867400000,1
정현훈,F,32,1094431602,62500000,3
전은숙,F,43,1067000029,250600000,3
박용순,F,52,1077185977,121400000,2
안옥인,F,68,1076459326,267300000,2
김은영,F,59,1096578027,296500000,3
남중일,M,39,1075312934,40500000,4
최동식,M,64,1027288173,2400000,9
곽현희,F,82,1066312889,387500000,2
김성한,M,56,1017672762,72900000,4
임혜옥,F,48,1011971333,17600000,2
김등연,M,55,1052219011,4000000,8
박일현,M,61,1067815489,3500000,7
김영재,M,78,1080418405,26600000,8
박춘옥,F,56,1060799741,1300000,5
이성희,F,86,1072357991,3200000,6
김경자,F,53,1019939009,9300000,5
김여자,F,86,1059455561,81100000,4
박상용,M,42,1048303244,153900000,3
양보문,F,61,1023223715,55800000,3
김준성,M,44,1040779001,21900000,2
김규환,M,57,1078424832,7000000,9
송인관,M,71,1095995378,109900000,3
유영선,M,61,1020004161,20600000,8
구인옥,F,72,1088465091,186800000,2
최창규,M,33,1094886259,2400000,8
이순옥,F,44,1034943663,31900000,5
박계한,M,50,1016509832,1100000,7
김종선,M,53,1088140462,265000000,3
강병주,M,77,1092542207,18300000,6
노수연,F,69,1022563313,151800000,4
배지윤,F,45,1078975107,5400000,9
남궁숙,F,59,1056587686,208300000,4
윤준한,M,73,1034086390,58200000,3
박인분,F,40,1047392344,14500000,9
이성만,M,47,1011893567,27000000,5
배진부,M,42,1041205614,431600000,3
이서운,F,64,1017695479,25000000,4
박금연,F,37,1015107013,40500000,3
최희남,F,69,1061086637,7900000,6
한복돌,M,53,1066926720,10100000,7
김유환,M,60,1069778432,576000000,2
김하현,F,76,1074369231,67500000,4
지정원,F,65,1073799174,491700000,2
김은영,M,51,1065850801,38700000,4
김진철,M,60,1054944527,33300000,4
김영애,F,36,1067748184,49800000,3
송수복,M,32,1032162668,9800000,9
양영자,F,64,1037642248,712700000,3
임미란,F,68,1088255491,13300000,6
유광운,M,44,1073642934,39800000,7
김옥순,F,68,1046021470,42700000,3
박복례,F,75,1059497977,32100000,4
김동순,F,60,1087169619,49900000,4
박정식,F,68,1036971989,28200000,4
문영희,F,38,1053135016,9400000,9
박미선,F,66,1098186186,59900000,3
임평순,M,67,1060702815,115100000,4
조선주,F,45,1016533768,1300000,10
이은경,F,58,1061530008,136600000,4
이정례,F,58,1093457534,36900000,2
나순천,M,69,1084679120,64100000,7
박명규,M,65,1086889623,7400000,9
이익훈,M,64,1089944239,31000000,4
이종근,M,68,1043384291,1200000,10
이흥열,M,72,1069216205,4100000,10
김미숙,F,58,1073071308,732900000,2
박순동,M,5,1011597456,15400000,8
강규오,M,23,1094799918,8400000,8
이종운,M,46,1050668141,240400000,4
이연중,M,74,1016078363,64800000,5
서주나,F,49,1089712866,56900000,3
성윤경,M,60,1055207199,78100000,6
이봉애,F,73,1027691266,389600000,2
한재호,M,55,1010814410,13300000,3
신연옥,F,68,1036489581,33500000,4
이종해,F,65,1012645964,7700000,5
홍방식,M,62,1021618432,631100000,1
이동순,F,68,1066875984,217000000,2
한옥자,F,65,1011439627,21500000,4
김동열,M,56,1051084262,3300000,9
이상호,M,15,1090471097,621800000,3
최영길,M,72,1035890842,453700000,1
서언구,M,82,1098710488,60700000,4
신선자,F,59,1053813940,286700000,2
김인영,F,33,1071569179,15000000,4
정명순,F,48,1096347069,39300000,6
김도균,M,30,1027494976,45500000,4
문성자,F,59,1049587945,74300000,6
이윤창,M,41,1059537624,86700000,6
김제임,F,64,1033197308,53700000,4
소남영,M,45,1041445131,18700000,7
손재식,M,77,1038051478,32800000,5
박정자,F,48,1089333379,69800000,3
김지수,F,61,1013269892,15100000,8
송준섭,M,67,1079412528,30100000,6
김태영,M,70,1062230134,4400000,7
박석갑,M,65,1064397595,11600000,8
송옥순,F,63,1066819837,4800000,9
김봉란,F,73,1052775037,476900000,3
자야,F,62,1059004865,2500000,7
최재승,M,77,1078772376,81000000,3
정대순,F,73,1065001416,16000000,4
류길하,M,73,1045624003,82300000,2
이재업,M,51,1090973206,77500000,6
문금자,F,67,1011654753,42400000,3
권순길,M,12,1041651037,34300000,4
기우환,M,54,1067187796,25300000,7
이영숙,F,72,1061452875,3000000,9
이회연,M,44,1079601322,41400000,4
김정길,M,36,1056835776,11000000,8
김원희,F,69,1066866034,220000000,4
송희아,F,43,1076700038,53000000,3
윤병철,M,37,1031863497,253300000,3
김충호,M,66,1077592887,17500000,7
황경자,F,59,1062121471,3600000,3
신동걸,M,69,1026985229,858300000,2
최예은,F,66,1063334204,10700000,9
김회성,M,55,1077365637,891400000,1
조계순,F,53,1047989282,18400000,8
장병균,M,75,1085460817,30600000,4
김정순,F,50,1037716110,74300000,6
이종만,M,48,1076385985,2000000,9
이영걸,M,56,1067243499,3500000,8
김명호,M,63,1016473016,18000000,8
서경순,F,74,1047182084,49300000,3
변소정,F,56,1020794570,2500000,10
이홍근,M,44,1052057525,93500000,3
조남훈,M,66,1072868608,451300000,2
배순용,M,34,1077642840,15900000,6
이상언,M,51,1070025454,522200000,3
남경애,F,68,1070754181,63700000,6
하준혁,M,53,1092442790,60600000,7
박주한,M,53,1057125924,47400000,4
이재순,F,56,1097992550,73200000,6
김영세,M,36,1037069208,196300000,3
권학열,F,74,1077440326,5500000,6
김영식,M,44,1072332288,3100000,9
김장옥,F,69,1085463855,681900000,1
정봉채,M,72,1061950075,21200000,8
김윤경,F,20,1065716327,1200000,7
이효숙,F,67,1057679593,39400000,3
유성재,F,58,1086739040,39000000,3
강순화,F,63,1052287391,177900000,4
이용무,M,45,1061405424,97800000,3
김철,F,64,1089569616,11200000,4
정복순,F,50,1087766776,493300000,2
안종해,F,33,1015984042,127300000,3
최상규,M,63,1015114198,53600000,6
송현길,M,69,1014962909,6900000,7
정예숙,F,49,1079140214,28900000,4
이학순,F,42,1012062062,203500000,2
홍회영,F,39,1036841672,9500000,5
강은경,F,2,1044497874,20900000,3
송병일,M,50,1033939582,295700000,4
이용철,M,74,1042074377,74900000,5
김순례,F,59,1013446258,201500000,2
꼬로이나일가,F,32,1070252266,458900000,3
이기재,M,71,1069159375,1500000,9
강경희,F,44,1014387380,19200000,3
최경순,F,61,1074042713,1600000,7
김혜자,F,32,1015622013,47400000,3
이현,M,45,1024163273,60700000,4
이정숙,F,57,1038144115,73900000,3
김동렬,M,71,1052092737,117500000,3
이광수,M,81,1041693528,15200000,7
김교현,M,43,1079898490,119300000,3
이구헌,M,59,1084640291,37600000,7
한상유,M,55,1051784647,10200000,6
정윤숙,F,57,1053303270,79500000,5
이재우,M,51,1083341638,54000000,4
박혜영,F,66,1034340889,14100000,8
황봉기,M,56,1041176315,423900000,3
이난복,F,80,1074157339,27300000,4
김철순,M,46,1072038919,3700000,9
허도권,M,72,1044075603,95800000,6
정인갑,M,43,1037933027,5300000,9
전성희,M,52,1071243738,12000000,7
김희준,M,47,1019646299,14800000,6
송원동,F,59,1071346819,38100000,4
김희자,F,68,1088209293,47900000,7
함성천,M,41,1012719873,31100000,8
김우홍,M,48,1014085287,35200000,7
서수경,F,64,1017455030,17400000,4
전미에자,F,41,1085719649,12000000,4
강미숙,F,55,1050510802,3000000,8
이병우,M,69,1067813821,27300000,4
한지선,F,75,1016487623,2800000,10
박용각,M,43,1093062058,17600000,8
최반규,M,68,1093754589,97200000,3
김우곤,M,68,1023920297,110000000,4
정인주,M,42,1053914218,966200000,3
최순자,F,40,1045010268,179600000,3
이근우,M,78,1017424741,2600000,8
김종록,M,34,1047771233,48900000,4
박인철,M,58,1082579890,76000000,6
박경애,F,65,1057961031,40400000,3
김현화,F,38,1060189803,77700000,3
금우식,M,61,1043967946,932000000,2
김병채,M,47,1054998556,661900000,3
김종길,M,23,1089069471,38400000,4
정용주,M,41,1030060007,1800000,10
나종열,M,72,1078292884,7100000,7
김순여,F,71,1060320136,54200000,3
유영수,M,69,1047553331,39300000,4
이성순,M,39,1078576214,105500000,5
장순자,F,48,1032997862,857200000,2
최오순,F,83,1065683545,65300000,3
박진숙,F,58,1088900355,4100000,7
김명숙,F,68,1096103797,7200000,7
김숙자,F,55,1059027011,7000000,6
박하영,F,64,1096321944,28600000,5
조숙자,F,51,1051945906,1200000,7
유태희,M,52,1069938870,57000000,6
강대우,M,33,1054841808,9800000,9
박옥수,F,72,1026443846,53100000,3
박종일,M,35,1020537670,1100000,6
류경임,F,38,1047303088,73900000,3
김용옥,M,47,1010469509,21300000,8
최명혜,F,47,1043993917,27900000,4
신대룡,M,31,1093189402,30800000,8
황해경,F,46,1015904421,4900000,9
이광금,F,69,1032587634,10900000,5
신용순,F,47,1038203700,66900000,3
정찬수,M,69,1061062193,58500000,6
이윤자,F,73,1044561005,133800000,3
박금화,F,39,1015132036,10700000,9
홍기영,M,52,1071586965,12100000,9
심수정,F,36,1048341057,121000000,3
이영하,M,61,1076707428,69300000,6
김치형,M,35,1047627320,9900000,8
고영채,M,59,1070556433,2900000,8
박영만,M,74,1027952392,1100000,10
김용만,M,36,1099421754,3500000,9
이종희,F,59,1021045530,206400000,2
김철영,M,59,1022560550,23800000,8
함의숙,F,74,1056845344,3200000,7
김경수,M,44,1014039056,733800000,2
강금자,F,51,1016014502,30500000,4
박선자,F,49,1044389502,510200000,1
강기봉,M,32,1087228486,152800000,4
강금엽,F,68,1018648529,48800000,3
김시열,M,34,1022372195,4600000,9
이락구,M,44,1044183683,27800000,8
임영자,F,47,1034680135,5000000,5
유항목,F,46,1017707449,19500000,4
전상설,M,46,1042268490,668000000,1
김기숙,F,45,1010936123,83100000,3
변명옥,F,65,1068479634,5600000,5
안해남,F,60,1012112295,2000000,2
정양자,F,35,1053608863,6800000,6
최하규,M,47,1097018481,268300000,4
김은주,F,61,1035387648,66900000,3
여선영,F,43,1080317666,20200000,8
강귀자,F,64,1044185143,109300000,3
김복순,F,53,1031856953,13200000,6
한준연,M,31,1029150490,36500000,3
김연자,F,71,1013317444,31800000,6
최일규,M,68,1018033361,65000000,6
김찬규,F,60,1084641281,2000000,9
이병준,M,51,1014596945,6600000,9
천신자,F,38,1028381958,395800000,2
김종옥,F,49,1050027515,40400000,3
서상혁,M,60,1088679103,11000000,4
성기성,M,59,1034800532,7000000,6
김종엽,M,66,1070865416,265800000,3
박정자,F,55,1021407948,202600000,3
강치관,M,69,1033389385,3200000,6
박웅기,M,53,1087537994,29000000,8
박기영,F,51,1061482233,648700000,1
우정임,F,72,1023109865,3100000,8
윤금희,F,30,1011339354,15400000,4
신선옥,F,69,1029873789,48800000,7
전춘배,M,33,1080200308,2200000,10
남상홍,M,57,1050957252,11000000,9
김혜정,F,63,1096702382,752000000,2
이문재,M,72,1073476877,391400000,2
전성자,F,70,1082755559,4700000,6
이영자,F,71,1054209796,400700000,2
황인애,M,70,1087877429,45600000,6
이춘화,F,72,1056962117,15400000,9
안정순,F,65,1023277041,184300000,2
조종배,F,66,1084119733,28200000,8
박기철,M,58,1065382422,87700000,5
김임순,F,38,1092163048,18300000,4
김경수,M,34,1096652396,312700000,3
조정례,F,78,1036781335,40800000,3
이양순,F,53,1066267946,9800000,5
김달호,M,40,1033606621,388500000,2
최기남,F,42,1016391450,35800000,4
박옥분,F,71,1047197830,44500000,3
조순영,F,42,1044499857,20400000,4
김진호,M,39,1046780566,102900000,4
이기돈,F,2,1079021966,574500000,1
전상언,M,71,1066051543,208900000,3
문복순,F,53,1058738058,13300000,3
남기채,M,71,1097333889,8200000,8
김기영,M,68,1074984941,55100000,5
정도레자,F,55,1091836456,23800000,6
김을순,F,39,1011253650,14100000,9
지의환,M,52,1043204301,2800000,10
김호죽,M,39,1039108015,37400000,7
이석조,F,75,1015914660,147400000,3
김윤식,M,65,1036502955,2400000,10
이경수,M,60,1065978143,30900000,7
김종헌,M,78,1027239092,34500000,7
이지연,F,60,1088014374,19000000,4
강실용,M,73,1082262809,4000000,9
오흥윤,M,44,1045123768,2900000,9
김종구,M,46,1056351826,44000000,7
최금출,M,60,1028905084,1300000,10
박명숙,F,74,1024954116,13000000,8
최인한,M,40,1010783193,240300000,4
정문걸,M,63,1090285171,64700000,7
국순례,F,55,1096166637,45800000,4
신남희,F,68,1088384790,39200000,4
민병섭,M,66,1040336184,8000000,3
김인철,M,41,1074588484,53300000,3
김순조,F,55,1072070176,9500000,5
전은경,F,62,1098141324,474200000,3
이순복,F,56,1016889167,560100000,1
김은희,F,63,1036789042,278500000,3
이옥자,F,43,1017682177,48400000,6
박순희,F,30,1076770859,565800000,1
김태만,M,55,1046585086,36100000,7
박철수,M,61,1022308876,223000000,4
김구태,M,47,1098122308,2700000,10
최영길,M,38,1065548163,2700000,8
김병선,M,79,1096898633,798200000,3
김막래,F,29,1043853592,2400000,10
김금조,F,60,1018549382,4500000,5
손영일,M,61,1015731318,8800000,7
노순복,F,80,1020128060,1200000,2
이인구,M,71,1092055732,50200000,6
김덕선,M,48,1048239927,370000000,3
박인선,F,38,1081682742,75700000,3
이경선,M,51,1063751676,28300000,8
양재균,M,29,1052321672,884500000,3
이창규,M,50,1093680895,19200000,4
김귀자,F,46,1060596841,533600000,3
김진영,M,37,1049965947,612000000,2
최재규,M,68,1087132396,12000000,7
황우성,M,48,1026021455,179900000,4
육순국,M,68,1034809151,3100000,8
박귀열,F,66,1088106529,23300000,4
허순득,F,68,1084606190,29100000,8
김학성,M,48,1028081548,60100000,6
임만순,M,31,1034560931,41400000,4
권경안,M,52,1027330790,239200000,3
이창영,F,72,1027440067,2500000,9
전명성,M,68,1010071945,4900000,9
전영자,F,64,1047190870,7100000,7
임현주,M,63,1088947836,27400000,7
장재현,M,8,1030094584,859400000,3
김정우,M,45,1040316187,6500000,9
신정숙,F,44,1022435368,32800000,4
이성기,M,72,1030051443,4900000,7
김남정,M,62,1098043003,98900000,3
이대훈,M,70,1032636540,24400000,4
이광범,M,65,1055204100,184100000,3
강호일,M,73,1051223672,1700000,9
김혜민,F,69,1034918309,368000000,1
임수동,M,58,1055730350,18500000,8
유동석,M,68,1053327372,70800000,4
박경희,F,76,1035306500,16100000,4
박월섭,F,55,1059211868,26900000,7
박전규,M,49,1032864168,369100000,2
김경희,F,60,1038637394,159500000,3
신비인,M,73,1015418489,38900000,7
김상복,M,33,1010802071,42800000,7
박주용,F,66,1079560600,11700000,7
장기연,F,51,1038396320,10300000,5
최윤조,F,34,1051885789,416900000,2
이태은,F,58,1055287009,26300000,4
김경숙,F,55,1071512518,36900000,4
김미경,F,52,1078575717,1900000,6
이형주,M,62,1022346895,26300000,7
박외권,M,75,1062838173,58000000,3
김길준,M,40,1095973891,45000000,4
송순옥,F,66,1032520124,491200000,2
한종권,M,45,1074529125,443300000,2
김현길,M,34,1099934418,85600000,4
안의권,M,36,1073426137,23100000,7
유순복,F,47,1035604014,26500000,3
강춘희,F,66,1081511854,51200000,3
김순지,F,44,1038306406,26900000,7
최근식,M,66,1033782511,1400000,6
곽연숙,F,66,1065705714,15100000,5
박장득,M,39,1010046679,82800000,6
최옥순,F,34,1096482865,8900000,4
조복래,M,62,1050755380,33800000,4
유우현,M,75,1083907927,358600000,4
이연춘,F,63,1069161630,38400000,3
유순자,F,72,1027534251,16300000,4
김성자,F,60,1054963637,158400000,2
오은자,F,67,1076104271,3200000,7
이홍석,M,55,1010674750,2200000,8
최옥분,F,61,1093206541,49300000,7
배영애,F,67,1014174012,10000000,5
백석인,M,70,1069901074,833800000,3
유금례,F,72,1017535566,24300000,5
유종식,M,62,1073479753,35700000,4
박은정,F,36,1083169710,35000000,6
박옥동,F,84,1057925226,10700000,7
김순복,F,57,1070095600,31300000,6
김희영,F,75,1039699193,4200000,8
지미용,F,28,1029255564,2800000,7
신언준,M,60,1017606397,103700000,3
임화영,M,64,1031299668,27700000,7
옥건자,F,84,1099509013,54100000,6
조선분,F,87,1031200891,15800000,9
최덕숙,F,50,1083369968,382500000,3
김영석,M,73,1073720319,2100000,9
황윤선,M,42,1082912160,593600000,3
최충호,M,67,1051513578,17800000,6
김정극,M,60,1062069626,13100000,4
주귀순,F,69,1074550125,24200000,4
정형덕,M,59,1025226144,3100000,9
지경숙,F,58,1059312701,1400000,8
표연길,F,75,1094540434,3400000,5
금경혜,F,64,1061902332,679900000,1
최길분,F,53,1050682103,65100000,3
박복순,M,55,1010632003,26600000,5
함재순,M,38,1034595971,2100000,8
김재교,M,38,1044363654,391100000,3
유기옥,F,67,1028749281,63100000,3
이인희,M,69,1095498772,996400000,2
김윤하,M,74,1046509963,4800000,9
박복태,M,68,1095676954,24000000,7
최승무,M,72,1053083185,21600000,6
최내천,M,34,1055084380,24000000,4
이분조,F,66,1085405823,53300000,7
김남표,M,42,1063977724,34000000,6
김창분,F,60,1035479230,16000000,2
한진현,M,59,1088788953,4200000,10
김창근,M,53,1054554251,15600000,8
이환종,M,62,1031806401,344900000,3
안창환,M,56,1051155255,2100000,8
이명자,F,67,1031706905,52000000,5
김진점,M,66,1034057428,26600000,7
박봉덕,F,46,1045583140,421100000,2
윤재상,M,61,1075873274,150900000,3
노주원,F,64,1018309438,16300000,4
이정숙,F,67,1092781582,32500000,4
서필남,F,57,1010617486,35700000,3
곽매실,F,70,1028489380,24500000,4
이우찬,M,58,1045196742,15200000,6
김명순,F,36,1010083178,11400000,5
김길순,F,47,1018020728,568600000,1
현병선,M,76,1023270092,1300000,9
장옥선,F,39,1029182781,5800000,6
정정순,F,63,1024691533,107800000,3
김진백,M,72,1041502751,121300000,3
최동명,M,62,1037466965,16700000,8
김목,M,44,1097920029,845300000,2
박복순,F,42,1038649114,9900000,9
김상만,M,42,1082527275,68000000,6
한수지,F,74,1050062115,23900000,4
황창환,M,45,1045327834,14100000,7
안용준,M,69,1043636624,24200000,8
이윤숙,F,7,1064101567,3200000,9
김미숙,M,83,1014763729,6400000,8
조진영,F,43,1053177400,30100000,4
김진현,M,50,1093967429,569400000,3
유정욱,F,50,1088608210,368600000,2
이영자,F,36,1022770728,63500000,3
이승미,F,57,1077318467,48500000,3
이성일,M,54,1068221610,685800000,2
이수남,F,64,1056132112,664300000,1
피삼용,M,52,1088778047,44400000,4
김영옥,F,46,1036124688,563000000,1
조용덕,F,56,1082323179,136600000,4
백옥선,F,49,1034261319,796000000,2
박정순,F,42,1027798459,428100000,3
박상조,M,72,1068040441,75200000,4
신수원,M,58,1089896358,43900000,4
우종명,M,82,1022743459,11800000,4
김혜경,F,45,1062851127,98400000,6
오수산,M,28,1017692719,11600000,8
문판주,M,64,1078289061,5600000,9
오완모,M,79,1028358988,36800000,4
안금숙,F,69,1040025310,43400000,3
송인돈,M,52,1037953313,23600000,4
구순영,F,35,1090372117,9600000,5
박두점,F,75,1062826940,26700000,8
권순자,F,40,1039422790,67000000,3
곽보금,F,71,1060007058,61800000,6
이용상,M,56,1031211344,51500000,4
고세정,F,44,1067041278,97000000,3
김광호,M,47,1049169272,8000000,9
이수길,M,73,1021422951,5700000,3
권순화,F,55,1071654591,3900000,5
