이름,주소,신장,체중,휴대폰번호,학력,직업,월소득
윤진호,경기 광명시 철산2동,141,67.1,1035206350,대퇴,자영업,51667
길의철,강원 횡성군 청일면,153,73.5,1021227372,대재,무직,1011667
김금자,전남 진도군 고군면,153,82.6,1069108079,석사,기타,8050000
천성순,경기 광주시 오포읍,146,61,1034915483,기타,자영업,8034167
권세연,서울 종로구 명륜동4가,147,75,1065836616,대재,자영업,35833
이정택,경기 안성시 죽산면,153,65.5,1044500223,고졸,자영업,4984143
한승희,경기 파주시 금촌2동,163,82.6,1033718125,대재,무직,5060833
이원경,서울 송파구 방이동,185,84.6,1027905958,기타,무직,1060833
박은남,충남 보령시 명천동,169,79.5,1054746916,고졸,강사,8333
김정현,경기 안양시 관양1동,162,67,1073464146,고졸,회사원,40833
홍종오,경기 광명시 광명7동,146,56.1,1027225898,고졸,자영업,1106242
문은택,제주 제주시 이도1동,137,62.6,1050679503,대재,학생,1060000
배숙재,서울 성북구 길음1동,147,65.6,1060179536,석사,주부,1070000
곽재신,인천 서구 마전동,177,81.6,1088563739,대재,주부,82500
조정원,울산 중구 태화동,160,75,1040512208,중졸,계열사직원,1021667
조순자,경기 고양시 설문동,168,82,1016049610,기타,자영업,8010833
김용석,전북 전주시 송천동1가,161,77.1,1053168023,대재,자영업,1080000
김주장,전남 순천시 해룡면,175,68,1016089368,석사,강사,11667
김선임,서울 양천구 신월동,168,76.6,1031373755,고졸,자영업,11082236
송민규,경기 광명시 광명7동,164,83.1,1020922903,고졸,학생,1082500
박상욱,경기 고양시 주엽2동,118,56.5,1049907733,고졸,학생,18333
오경아,대구 달성군 가창면,168,88.5,1016791385,대퇴,계열사직원,3024167
노추자,전북 군산시 옥도면,152,75.5,1012412947,석사,학생,8039167
김용식,경기 고양시 마두1동,157,68.4,1069259265,석사,학생,3436387
김금순,인천 부평구 부평4동,147,74.9,1080057817,이학박사,자영업,9369184
유영나,경기 고양시 가좌동,166,78.1,1026867007,석사,자영업,8071667
이평구,경기 시흥시 거모동,148,68.1,1074554018,석사,강사,56667
김태이,서울 은평구 응암1동,156,52.1,1055219376,대퇴,자영업,1058333
한순일,경북 구미시 원평1동,154,63.1,1050784211,대재,무직,1058333
황옥연,서울 강서구 방화2동,149,74,1051037393,전문학사,무직,8025833
이호자,부산 동구 수정1동,146,72.5,1016087380,고졸,강사,9026042
김미진,경기 고양시 탄현동,142,72,1051084516,전문학사,회사원,6515153
김은애,경기 고양시 신원동,138,72.3,1026425981,석사,주부,13264627
박미향,경기 고양시 주엽동,158,64.6,1032854323,이학박사,주부,1050833
민순기,경기 고양시 덕이동,169,65.6,1057710628,석사,자영업,1053333
안재현,인천 서구 연희동,138,59,1058721399,기타,주부,3023333
양미숙,서울 강남구 압구정동,134,57.5,1030537219,석사,회사원,8040833
강장순,울산 동구 방어동,147,70.5,1058710805,석사,학생,7024167
한승미,서울 양천구 목3동,173,91.1,1090092007,기타,학생,8079167
정환호,경기 파주시 교하읍,145,65.6,1095178897,학사,학생,1057500
노재현,인천 부평구 산곡3동,154,65.1,1082265296,대재,회사원,80000
이경석,경기 고양시 풍동 ,171,87.6,1045198822,공학박사,강사,1075000
김희숙,경기 고양시 원흥동,148,71.5,1077759521,초졸,주부,1041667
박남옥,경기 고양시 탄현동,182,81.1,1011844964,석사,강사,2051113
강여울,경기 동두천시 생연동,157,75,1085938078,대재,회사원,49167
김명희,충북 영동군 양강면,150,82.1,1070566348,석사,주부,8053333
김종길,경남 창원시 대방동,121,42.5,1089069471,석사,무직,1025000
황범선,경기 고양시 일산2동,151,58.6,1051065300,전문학사,회사원,75833
김순녀,울산 남구 무거동,159,76,1064485819,초졸,회사원,8031667
박은주,서울 송파구 오금동,163,77.1,1018491292,고졸,주부,67500
이두석,경기 파주시 교하읍,154,73.6,1019340373,학사,주부,3138511
김효석,서울 강동구 둔촌동,163,69.1,1023700847,석사,자영업,7069167
강영화,대구 수성구 파동,176,88.1,1093363645,석사,학생,81667
손대경,서울 강동구 암사동,164,70.5,1036569683,대재,학생,1027500
정태호,부산 사하구 다대2동,167,79.5,1037275727,초졸,회사원,45833
이현동,울산 울주군 온산읍,137,64.5,1079072682,고졸,자영업,1042500
한윤희,경기 안산시 성곡동,137,64,1099073577,학사,무직,24167
서연희,서울 강서구 방화2동,136,68,1018165310,학사,주부,1024167
황금자,경기 평택시 안중읍,147,69.6,1033291872,기타,주부,60000
김성주,대구 북구 산격4동,163,74,1095083762,고졸,주부,1029167
손미향,경기 안양시 안양3동,162,60.5,1017499694,고졸,강사,26667
김덕수,서울 동작구 상도1동,159,71,1039491332,대퇴,주부,1014167
장기순,서울 은평구 갈현동,109,51.5,1085410472,기타,주부,32500
남양순,경남 밀양시 내이동,154,82,1064886222,기타,무직,5491708
박봉희,경북 경주시 노서동,150,65.5,1078599178,고졸,회사원,5965299
최만덕,경기 고양시 탄현동,178,65.5,1014919231,중졸,회사원,1045000
김인숙,대구 중구 남산동,140,75.5,1056238656,학사,자영업,8022500
김경우,경기 오산시 갈곶동,177,85.5,1079920938,학사,학생,1035000
김순자,경기 의정부시 호원동,167,67,1072911705,학사,주부,1010833
최재복,대구 북구 침산동,148,53.6,1096546720,중졸,주부,1057500
한상문,충북 청주시 대성동,157,82.6,1050066335,석사,자영업,13134964
김영완,경남 창원시 동읍,156,57.5,1091142918,석사,회사원,1016667
황미금,서울 은평구 수색동,150,64,1080844553,석사,주부,40833
고희자,경기 고양시 가좌동,140,63,1079098401,대재,회사원,45833
김월구,경기 고양시 풍동,156,68.4,1096965290,기타,주부,3889205
설주선,경기 고양시 장항2동,156,80.1,1071654340,대재,자영업,9077790
송재형,울산 남구 달동,170,68,1048391594,중졸,학생,1038333
이은순,경기 성남시 수진2동,165,76.2,1032768751,공학박사,회사원,9707091
송재수,경남 진주시 상평동,121,60.1,1087844793,석사,자영업,8055000
김해주,대전 동구 홍도동,168,79.6,1074073152,학사,회사원,59167
강숙희,경기 고양시 장항2동,152,64.5,1041562052,이학박사,자영업,8014167
장세동,경기 고양시 식사동,157,61.5,1054444731,이학박사,학생,25833
우애자,경기 김포시 하성면,143,63,1081141014,석사,자영업,8028333
배두양,경기 김포시 풍무동,145,68.1,1063408907,기타,무직,56667
김규창,전남 영암군 시종면,162,80.2,1020373403,대재,전문직,3167808
유종식,전북 전주시 효자동1가,166,76.4,1073479753,석사,자영업,1916983
전미자,경남 진주시 평거동,150,60.3,1014949041,학사,강사,8304767
서승호,서울 은평구 갈현동,169,86,1088825534,기타,회사원,49167
이순자,전남 해남군 북평면,166,80.5,1030406830,학사,강사,9548065
윤상귀,인천 남동구 장수동,167,64.6,1014374559,학사,주부,1066667
안병우,전남 광양시 금호동,141,73,1060194146,석사,회사원,3020833
이상태,경기 고양시 마두동,191,74.5,1097983320,전문학사,무직,1042500
이미숙,경기 가평군 설악면,155,71.1,1097976146,석사,무직,8069167
이순이,경기 수원시 곡반정동,138,56,1058108131,대재,학생,1011667
남귀우,전남 함평군 대동면,167,77.5,1077147777,석사,자영업,1026667
박민아,경기 수원시 지동,156,77.1,1030810403,석사,주부,76667
김명희,대구 달서구 성당1동,161,78,1020879019,학사,무직,8014167
옥건자,경북 구미시 고아읍,193,76,1099509013,학사,강사,31667
강점례,경기 의정부시 호원동,173,90.1,1082184940,대퇴,주부,8060833
기우환,경기 파주시 교하읍,152,71.6,1067187796,학사,무직,58333
이회연,서울 서대문구 홍제2동,142,70.5,1079601322,학사,자영업,1042500
이정선,경기 성남시 태평3동,152,73.1,1088329060,대퇴,주부,67500
양복심,서울 동작구 상도동,178,88.2,1079284159,석사,강사,2656995
김경자,경북 의성군 다인면,133,56,1044139212,전문학사,회사원,8038333
김순기,서울 강서구 방화동,136,67.1,1053995022,고졸,무직,63333
조현숙,강원 고성군 거진읍,164,78.1,1091169968,석사,무직,1054167
한철수,제주 북제주군 애월읍,140,63.6,1065628040,석사,전문직,1075833
오은정,경기 부천시 중1동,148,76.6,1035112725,석사,자영업,8054167
송칠종,경기 김포시 고촌면,167,82.9,1046940631,석사,회사원,5355762
김경숙,경기 파주시 법원읍,134,66,1058381346,초졸,학생,8016667
박태원,경남 밀양시 부북면,160,81.6,1085864706,고졸,주부,1081667
도진숙,경기 고양시 탄현동,163,72.5,1032763813,기타,주부,1010833
이근석,경기 고양시 일산3동,145,68.6,1021981384,고졸,주부,59167
임영미,경기 안산시 본오동,162,61.5,1047013501,학사,주부,15000
이유희,대구 남구 대명5동,175,72.2,1012744646,석사,강사,2201848
원양순,경기 김포시 대곶면,173,76.6,1051293188,기타,주부,1052500
이주희,서울 동작구 사당2동,144,76.1,1085223535,대재,주부,8059167
전봉섭,경기 하남시 신장동,149,58,1088442306,고졸,학생,1037500
임영웅,서울 은평구 불광3동,141,54.1,1082482737,고졸,회사원,54167
박옥분,경기 파주시 조리읍,181,85.5,1047197830,석사,무직,8023333
이정진,경기 수원시 금곡동,165,68.9,1087334053,초졸,주부,2877756
김미숙,부산 수영구 광안2동,167,89.1,1042007058,학사,주부,9608851
김민안,서울 송파구 문정2동,170,69.6,1069082829,석사,회사원,1069167
이용임,경기 고양시 일산3동,165,83.6,1077296484,학사,회사원,8082500
주명지,경기 의정부시 신곡1동,129,70,1039091245,초졸,주부,3010000
이순례,인천 남동구 구월동,167,81,1088164740,학사,전문직,2546207
우경대,서울 광진구 자양3동,157,60,1026109877,기타,회사원,1012500
구기서,서울 양천구 목동,139,58,1099005172,학사,자영업,1016667
조인숙,경기 고양시 일산3동,170,79,1035382148,고졸,자영업,49167
김은경,인천 서구 왕길동,146,69.6,1058776200,학사,자영업,3050833
김순영,인천 연수구 옥련동,164,73.8,1040657663,중졸,무직,2797311
장봉자,서울 강북구 수유동,162,75.1,1076330291,석사,주부,82500
이종화,부산 서구 동대신동1가,150,61,1082241206,고졸,자영업,1037500
박상운,경기 파주시 탄현면,155,55,1027516069,초졸,주부,30000
이상희,서울 은평구 갈현동,154,69.1,1058693982,대재,강사,8071667
김두선,경기 고양시 마두동,175,74.5,1052275647,대퇴,무직,1037500
민규홍,경기 고양시 주엽동,157,70.8,1097439192,대재,학생,2300745
성군길,부산 부산진구 개금3동,165,71.3,1067255965,기타,강사,9265718
김영근,서울 성동구 응봉동,166,68.5,1018728432,전문학사,자영업,3015833
류녹일,인천 강화군 송해면,144,64,1053778213,학사,학생,37500
원장희,인천 남구 주안6동,172,82.6,1097519582,학사,회사원,1050833
윤경희,전남 여수시 남산동,157,75.1,1019364117,대퇴,강사,8060833
김순정,경기 고양시 일산3동,150,63.5,1097083073,석사,주부,3022500
박성표,경기 평택시 오성면,157,61,1010602189,고졸,자영업,1015833
김정순,경북 고령군 성산면,164,90,1037884991,학사,무직,8023333
김순정,경기 수원시 율전동,149,66.6,1040848604,중졸,무직,8055000
안병학,충북 제천시 강제동,142,58,1049606684,전문학사,주부,1027500
김계희,서울 도봉구 창2동,179,93.5,1083300471,학사,주부,3995588
이월형,경남 함안군 칠원면,145,72,1015607955,기타,주부,2484309
권나영,서울 도봉구 창동,161,62,1024098691,고졸,강사,16667
홍만화,부산 연제구 거제1동,140,63.5,1032881443,기타,자영업,9167
김재균,경기 고양시 탄현동,173,78.5,1041632623,기타,학생,21667
김형국,인천 남구 용현5동,153,69.9,1077899229,초졸,강사,5905818
전정희,경기 남양주시 호평동,165,86,1023702868,대재,강사,1049167
백희옥,광주 북구 용봉동,154,65.7,1034884370,중졸,강사,5173349
김조앤,대전 서구 탄방동,148,68,1096337471,학사,무직,7010833
인연경,경기 수원시 영통동,170,72.5,1063365078,대재,자영업,8024167
이정심,경기 고양시 설문동,168,86.5,1048420170,대재,자영업,8040833
홍은아,충북 영동군 281-14,161,93.1,1076022956,대재,강사,8070000
서미경,인천 부평구 부평동,161,75.7,1086554406,대재,회사원,4189091
홍미란,서울 양천구 목동,153,62.4,1097851339,학사,자영업,2387052
이성실,경기 고양시 성사동,177,84.6,1068763272,고졸,주부,80833
김정숙,인천 남구 문학동,178,84.6,1085764013,석사,주부,8081667
구자연,경기 김포시 장기동,169,84,1052481341,학사,강사,2029855
오엽분,경기 안양시 비산2동,147,55.9,1037920478,중졸,학생,2361253
서희숙,강원 원주시 단구동,148,61.1,1084228540,이학박사,강사,3066667
김홍수,서울 강동구 상일동,159,54.1,1049066599,학사,주부,1075833
정용문,강원 동해시 동호동,166,81,1096982064,고졸,무직,33333
권희선,인천 부평구 산곡3동,155,78.6,1094630681,초졸,자영업,8069167
권석근,서울 강남구 일원동,163,66.5,1095029612,고졸,자영업,28333
권복조,경남 통영시 북신동,164,57.5,1022381770,석사,자영업,1048333
엄경아,서울 성북구 동소문동3가,169,75,1035280988,학사,자영업,8018333
송윤미,경기 안양시 평안동,175,79.5,1076671741,석사,무직,34167
김희도,전북 군산시 경장동,174,80.6,1094239858,초졸,회사원,78333
민명기,경남 진주시 금산면,148,66.5,1085848748,대퇴,기타,1023333
김숙희,서울 관악구 봉천9동,168,73.1,1023825462,기타,무직,4054565
허의만,서울 강서구 내발산동,166,71.5,1039907571,대재,자영업,3039167
김정훈,충남 예산군 예산읍,162,62.4,1025490965,기타,무직,870768
오주석,경기 고양시 장항2동,137,66.6,1015615704,고졸,자영업,1065000
장월분,서울 동작구 본동,160,72.8,1029166461,대재,자영업,1782533
엄수정,경기 고양시 덕이동,169,80,1057421506,대재,무직,13333
이창기,경기 안산시 사1동,177,87.4,1089912783,기타,주부,1350247
조소복,인천 서구 경서동,167,77.5,1020170633,고졸,자영업,49167
김복순,전남 무안군 운남면,162,65.6,1025335516,기타,회사원,63333
이정배,경기 고양시 일산4동,146,53.1,1033321330,공학박사,주부,1064167
김순영,경북 경주시 동방동,142,58.1,1088412335,학사,자영업,7075833
김요한,경기 고양시 탄현동,168,75.6,1069536468,고졸,회사원,73333
이인자,경기 고양시 마두1동,147,78,1042271053,학사,자영업,1036667
김부자,강원 철원군 동송읍,150,64.1,1090949466,기타,주부,8057500
유종진,서울 강서구 화곡3동,160,74.1,1066996382,학사,회사원,64167
이정순,충남 서천군 시초면,186,97.5,1023644121,고졸,무직,8015000
이행순,충남 천안시 목천읍,142,70.6,1098687717,석사,회사원,1079167
이대엽,대전 동구 가양2동,179,75.4,1099817208,고졸,회사원,3931536
안윤모,대전 대덕구 송촌동,150,59,1092334382,학사,무직,1043333
윤인선,서울 송파구 잠실3동,155,80.6,1010635738,석사,자영업,6581602
안미애,경기 안성시 공도읍,158,73.5,1039109036,초졸,회사원,8042500
노병석,서울 영등포구 양평동5가,167,78.6,1076495432,대퇴,회사원,2550833
신상업,강원 원주시 단계동,167,74.1,1051554237,대퇴,회사원,60000
권옥련,인천 서구 불로동,132,59,1065730969,대퇴,회사원,30000
박종미,대구 남구 봉덕3동,165,78.1,1082706845,기타,계열사직원,8060000
김순연,충남 서산시 석림동,160,68,1097361456,대퇴,주부,13333
류종문,경기 고양시 대화동,158,72.5,1048920838,대퇴,주부,1017500
허완구,경기 안산시 이동,147,58.6,1045158805,해외유학,회사원,1066667
송기호,인천 남구 용현동,172,79.6,1036989216,대재,학생,1085591
민병호,경북 포항시 덕수동,176,81.1,1066168397,대퇴,자영업,57500
김덕순,인천 계양구 병방동,170,71.6,1095162151,석사,주부,8071667
정재영,서울 금천구 시흥5동,168,71.1,1043918411,고졸,회사원,2603992
안정희,서울 중랑구 묵2동,175,84.4,1057192408,대퇴,주부,8859466
이진숙,경기 파주시 교하읍,156,69.6,1016852891,기타,무직,7074167
김언년,부산 동래구 안락동,183,80.5,1080505607,해외유학,무직,8019167
주상민,인천 남구 문학동,149,63.3,1025186210,대퇴,회사원,6809756
김숙자,서울 성동구 마장동,150,67.5,1018403648,대재,무직,8023333
김영자,경기 고양시 화정동,148,66.1,1052265339,기타,학생,1075000
조복래,경기 고양시 일산1동,164,63,1050755380,고졸,학생,1023333
이학원,충남 당진군 석문면,150,52.5,1068573984,석사,자영업,14167
엄나영,경기 양주시 덕계동,166,78.7,1065149863,대재,무직,2670337
조경준,광주 북구 운암동,165,85.3,1072195001,석사,강사,4288841
김연자,경기 고양시 성사동,132,57,1061889831,기타,무직,8040000
한현숙,충남 보령시 죽정동,164,64.1,1092375281,학사,자영업,54167
강석모,서울 관악구 신림본동,126,57.4,1066703645,고졸,자영업,5890201
김정례,충남 청양군 목면,154,72.1,1095703489,고졸,자영업,8065833
송선순,울산 울주군 언양읍,172,89.1,1073032373,대퇴,회사원,1065000
박재갑,경남 거창군 위천면,159,68,1069682129,고졸,주부,3031667
옥용순,서울 용산구 한강로2가,114,51.5,1010704006,이학박사,강사,8046667
이은지,경기 구리시 인창동,157,78.9,1068435807,학사,무직,8898274
표미순,전북 전주시 효자동2가,160,77.1,1073509935,학사,무직,11140482
김동묵,경기 성남시 서현동,184,83.5,1073619970,학사,주부,1035000
신태수,인천 부평구 삼산동,166,72,1029242178,중졸,자영업,27500
송영준,서울 송파구 마천2동,157,75.1,1024245004,중졸,강사,60833
박상숙,경기 광명시 광명1동,160,71.6,1017568617,석사,무직,8079167
안정미,경기 김포시 양촌면,172,79.5,1032601067,대재,회사원,8044167
박순만,경기 부천시 괴안동,163,63.6,1010124083,학사,기타,54167
신삼덕,경기 김포시 하성면,163,79.6,1055251762,석사,전문직,3064167
조태식,경기 고양시 행신2동,174,77.6,1023642404,고졸,주부,1090770
김남시,충남 천안시 두정동,179,79,1018783998,대퇴,강사,1035833
이덕이,전북 정읍시 신태인읍,146,81.1,1012036167,석사,자영업,9594539
김병희,서울 용산구 한강로3가,160,85.6,1029722296,대재,학생,8066667
김현순,경기 고양시 화전동,135,66.1,1056167565,기타,무직,1076667
안치홍,서울 강남구 도곡2동,153,77.5,1049076597,기타,주부,10833
박양순,경기 파주시 금촌동,183,81.5,1042610381,전문학사,무직,35000
전옥기,인천 계양구 효성1동,172,88,1036554176,학사,회사원,8010000
한동수,서울 강남구 일원동,150,72,1058792785,석사,회사원,2042754
최순옥,서울 서대문구 홍은동,168,69,1015858642,석사,회사원,32500
윤성숙,충북 청주시 율량동,142,57.5,1098749182,석사,자영업,22500
이상용,서울 은평구 응암2동,174,85,1053937441,석사,자영업,3028333
변순화,경기 김포시 풍무동,120,60.5,1042853768,기타,주부,1044167
강인배,서울 서초구 방배4동,154,71,1074875461,중졸,자영업,1015000
이철형,경기 고양시 성사동,165,86.5,1079412141,고졸,무직,3015833
복영희,경남 창녕군 영산면,173,79.1,1050792270,중졸,회사원,1054167
이의희,경기 안산시 월피동,148,73.7,1075853312,전문학사,회사원,9152006
김갑재,서울 강서구 가양3동,172,80.5,1079474377,대재,계열사직원,20833
김성희,경기 고양시 성석동,135,53.5,1049557987,대재,주부,29167
박옥,대전 서구 탄방동,150,76.1,1095485437,대재,강사,71667
최인숙,경기 남양주시 와부읍,140,75.6,1048500895,기타,전문직,7066667
최장현,경기 고양시 탄현동,148,70,1061079696,학사,자영업,1521798
노주원,경기 양주시 덕계동,170,86.6,1018309438,전문학사,무직,8065833
하정기,서울 송파구 신천동,170,85,1043763572,석사,자영업,7487391
이범식,경기 파주시 금촌2동,151,64.5,1035139503,학사,무직,984037
조의연,서울 서초구 방배본동,152,56.5,1026478373,중졸,자영업,19167
문명숙,경기 안양시 평촌동,147,77.5,1087914642,대퇴,무직,8030000
최은홍,서울 강동구 천호동,142,63.7,1012179825,초졸,자영업,4192188
조남수,경북 상주시 이안면,142,50.4,1093429364,학사,주부,1405064
문복순,충남 예산군 신암면,161,67.5,1058738058,대퇴,주부,9167
김영만,서울 중랑구 묵1동,171,69.5,1051430887,대재,회사원,43333
김복심,경기 평택시 합정동,183,95.7,1041635492,대재,무직,13712085
유수열,경기 이천시 부발읍,183,70.1,1087419260,대재,자영업,80833
양영희,경기 성남시 수내동,150,64,1081831810,고졸,회사원,30833
김상중,서울 종로구 숭인2동,166,79,1062916937,학사,학생,7015000
이태연,경기 안산시 고잔동,165,75.1,1035623755,대재,무직,70833
윤유형,경기 고양시 가좌동,129,60.1,1049765225,기타,주부,3072237
김희원,경기 고양시 주엽1동,132,64.5,1060427786,석사,회사원,45000
김경란,경기 고양시 일산3동,150,80.5,1061217845,전문학사,무직,8011667
김흥태,경기 김포시 사우동,164,73.5,1021586082,학사,자영업,10000171
김순자,강원 춘천시 근화동,153,72,1056921736,전문학사,자영업,33333
유정화,경북 경주시 성건동,170,83.6,1053983453,대재,자영업,8056667
김옥순,경기 안양시 박달동,155,78.4,1013846260,석사,자영업,11404547
김선옥,광주 서구 화정2동,157,78.6,1038980208,석사,회사원,70833
임노석,강원 속초시 교동,171,67.1,1025422884,학사,자영업,1079167
최경화,서울 동작구 상도4동,177,71.6,1037297787,석사,자영업,82500
이상남,경기 부천시 고강본동,154,77.1,1066678754,기타,주부,7060833
서관주,경기 김포시 하성면,141,64.6,1048777755,고졸,강사,7073333
이철희,서울 송파구 가락동,155,59.6,1088558398,전문학사,자영업,65833
서은영,대구 북구 산격4동,138,60.6,1086469271,학사,학생,8077500
이태혁,서울 서초구 방배동,149,74,1080212341,공학박사,강사,5016667
장옥희,전북 군산시 조촌동,156,81.6,1092156480,대재,무직,8065000
이구헌,강원 동해시 묵호진동,156,65.1,1084640291,대재,자영업,68333
김원식,경북 영주시 이산면,160,76.8,1037703617,석사,자영업,4312678
이미경,서울 송파구 오금동,157,70,1018517907,학사,학생,8040833
박광준,경기 양주시 광적면,160,66,1076302166,석사,자영업,1044167
홍순조,경기 고양시 마두동,160,63,1060494606,대재,강사,46667
김이기,경기 고양시 풍동,164,80.4,1078348099,대재,자영업,4896134
박명호,경기 성남시 정자동,167,75.6,1090783622,대퇴,주부,7057500
윤미애,강원 원주시 우산동,143,60.5,1038415005,석사,학생,28333
차경희,경기 고양시 대화동,130,62.6,1015948714,고졸,학생,8075833
문상득,경기 의정부시 금오동,146,59.5,1061428420,석사,주부,10833
박정순,서울 구로구 온수동,149,64,1027798459,기타,회사원,1029167
이상숙,서울 영등포구 양평동5가,160,86.9,1030198854,대퇴,무직,12394237
오정순,서울 마포구 중동,152,56.6,1080312408,학사,학생,80000
최국현,서울 서대문구 창천동,168,80.5,1014189305,해외유학,계열사직원,10000
양희경,전북 정읍시 수성동,162,87.7,1082741649,대재,무직,10157798
이수영,서울 서초구 양재동,177,92,1088459241,대퇴,무직,1984008
장동명,대구 서구 비산7동,151,68.4,1070338773,기타,자영업,3371999
김덕선,부산 금정구 청룡동,155,66.6,1048239927,석사,학생,60000
이균복,부산 사상구 엄궁동,177,82.1,1081684126,석사,자영업,55000
정영덕,서울 영등포구 신길6동,149,78.6,1069819721,고졸,학생,1080833
강윤석,서울 동작구 본동,158,70,1084866907,기타,회사원,14167
김완래,경기 안성시 중리동,175,73.5,1033793112,고졸,자영업,1040833
김화이,서울 은평구 녹번동,170,71.6,1081911607,학사,주부,60833
김미숙,대전 대덕구 신탄진동,155,72,1051839773,중졸,자영업,8023333
김영실,전북 전주시 효자동3가,178,88.1,1058435606,이학박사,자영업,8053333
배쌍녀,경남 사천시 축동면,151,54,1090619318,학사,계열사직원,10000
황신옥,서울 강남구 압구정동,163,83.1,1044731449,기타,전문직,8065000
박연옥,서울 강남구 도곡1동,147,78.8,1028219742,대재,강사,10757807
박향숙,부산 사상구 주례2동,148,68.5,1064065726,초졸,학생,23333
이철수,경기 광주시 오포읍,172,82,1072426154,학사,자영업,9167
박병발,경기 고양시 마두동,165,64.1,1091717182,대퇴,주부,64167
박옥분,서울 성동구 금호동1가,146,60.6,1084296602,고졸,학생,57500
이명순,서울 송파구 오금동,158,85.1,1030372620,고졸,주부,10606649
정종옥,경북 문경시 동로면,157,72.2,1037383994,학사,주부,9206429
손유진,전북 진안군 마령면,139,58.3,1016812446,대재,계열사직원,1327933
백은화,경기 고양시 주엽1동,161,71.5,1019677003,대퇴,계열사직원,17500
안영순,전북 군산시 문화동,131,70.6,1051183163,대퇴,무직,8068333
강영애,경기 고양시 대화동,152,62.5,1028935516,학사,회사원,29167
손승자,경남 거제시 옥포동,127,71.5,1039481698,학사,회사원,8046667
윤여준,경기 고양시 대화동,179,88.5,1040658165,학사,회사원,11523700
양연희,경기 고양시 풍동,163,77,1074928645,석사,자영업,1038333
안지원,경기 부천시 역곡동,155,71.5,1055718931,기타,무직,1021667
김범삼,서울 관악구 봉천3동,143,70.6,1047700615,고졸,자영업,68333
권오룡,경기 고양시 일산3동,167,83,1044383397,대재,자영업,1028333
윤계완,전북 군산시 선양동,144,53.6,1051212714,기타,자영업,1069167
김옥내,울산 남구 야음3동,155,75.6,1076835762,석사,무직,9102216
윤은영,경남 진주시 일반성면,129,71.1,1095543491,학사,회사원,8053333
박종준,서울 양천구 신정1동,133,55.8,1060848189,대재,자영업,4836616
하종렬,서울 양천구 신정1동,174,85,1017060715,석사,무직,49167
김문수,대구 달성군 다사읍,146,70,1080307631,대퇴,자영업,8010000
김종숙,서울 성동구 행당동,136,51.5,1080179451,석사,학생,1025000
김경수,충남 천안시 구성동,175,69.6,1045570414,고졸,주부,1054167
김영숙,대전 대덕구 신탄진동,161,69.5,1017772508,대재,회사원,10833
정희숙,서울 마포구 성산1동,163,68.1,1046526495,학사,주부,1076667
이선우,서울 구로구 신도림동,160,74.1,1089022347,고졸,주부,1052500
정문섭,울산 울주군 범서읍,177,81.4,1096661558,기타,주부,1444702
류제빈,충북 청주시 분평동,172,78.6,1063692049,대퇴,주부,69167
김영순,경기 고양시 일산3동,181,85.3,1054684558,전문학사,주부,5303936
안광원,서울 영등포구 도림2동,165,63.5,1040672128,학사,주부,40000
송영래,서울 서대문구 북가좌1동,145,76.5,1042979384,초졸,회사원,8031667
임지혜,서울 강서구 방화동,151,78,1081905014,석사,자영업,7022500
원갑재,부산 남구 용호동,170,84.3,1054212825,학사,자영업,1845868
권혁문,경기 고양시 탄현동,110,55.1,1056845884,학사,자영업,1077500
권명순,경기 고양시 풍동,170,90.2,1056874439,학사,회사원,10657581
김갑순,경북 포항시 연일읍,183,95.5,1063289988,석사,회사원,8020000
강태복,서울 강남구 도곡2동,149,66.1,1020384128,대퇴,회사원,4062871
임순례,경기 연천군 군남면,174,89.5,1012593400,석사,회사원,8036667
민은남,서울 영등포구 신길동,167,76.1,1051496461,고졸,자영업,51667
나서영,경기 안산시 성포동,171,82,1059518675,고졸,주부,1013333
이향자,서울 동작구 대방동,141,70,1090319418,석사,회사원,1017500
이극기,경기 고양시 풍동,141,59,1099374607,고졸,무직,45833
허은주,경기 광명시 광명7동,159,67.1,1060996781,기타,주부,8075000
김정일,경북 칠곡군 지천면,182,78.5,1017296259,석사,학생,1026667
최옥순,경북 포항시 대도동,138,56.9,1096482865,석사,주부,10873068
조두행,강원 춘천시 효자2동,170,76.6,1035847299,대재,자영업,63333
윤경례,경기 용인시 중동,152,66,1071615530,석사,무직,8011667
김열,경기 고양시 화정1동,163,73.5,1028819064,대재,전문직,7040000
김계은,경기 파주시 교하읍,171,84.5,1026594897,학사,학생,8013333
박성선,경기 수원시 입북동,150,77,1082553396,대재,기타,8025000
전상설,서울 서초구 서초동,150,63.5,1042268490,고졸,강사,2516667
한성분,경기 고양시 중산동,166,72.1,1026370202,기타,회사원,8060833
조영기,서울 마포구 아현동,171,67.1,1031208051,기타,학생,1061667
김현숙,인천 부평구 부평동,166,83.5,1051861741,전문학사,무직,8019167
권오철,서울 서초구 방배동,161,60,1018611318,중졸,강사,1033333
김용미,경기 고양시 백석동 ,180,84.1,1059481741,대재,무직,1070833
조철행,경북 포항시 두호동,151,67,1048055162,대퇴,자영업,8021667
홍주순,경남 창원시 대원동,144,60.5,1039129472,기타,강사,44167
한경임,경기 동두천시 탑동,152,64.1,1033290677,석사,주부,75833
윤정열,인천 연수구 청학동,156,67,1077935742,대퇴,강사,3038333
박은종,경기 동두천시 생연동,140,51,1021585519,초졸,자영업,3045000
