IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
7838,김하윤,충청북도 고성군 선릉가,4780,(주) 지,버스 운전원,054-545-****,fmin@dreamwiz.com,junyeongi,10.108.89.183,4237565625410500,1998-03-21,99,5.6401768102918,784022,131,4831
7839,김지우,서울특별시 서구 잠실로,95099,노권,전기공학 기술자 및 연구원,052-751-****,gwangsu58@ju.kr,jeongsigcoe,10.25.107.140,3515018621190994,1993-03-11,19,7.668132715,936275,28,6415
7840,홍진우,경기도 양주시 논현가,71078,이김최,임상 심리사 및 기타 치료사,031-329-****,xgo@gimhong.kr,cunjagim,172.29.78.205,2720387259579940,2012-03-26,6,4.4,812434,865,4012
7841,지재호,부산광역시 양천구 역삼1거리 (재현김동),38371,(유) 윤김이,패턴사,02-1665-****,gimminjun@hanmail.net,hyeonsug44,172.31.254.180,372668295050037,2013-12-09,69,1.1,773073,998,8389
7842,김민수,세종특별자치시 구로구 양재천153가,81428,손이,물품 이동 장비 설치 및 정비원,053-074-****,ino@dreamwiz.com,coejunhyeog,172.20.37.24,4454050470760205814,1987-11-27,18,7.1,895048,986,7423
7843,이미숙,대구광역시 마포구 강남대5거리,9879,(유) 김고박,촬영기사,061-500-****,jihyeoncoe@gimgim.com,seohyeon82,172.31.175.34,4152406469142084,1995-09-22,29,2.2831,434828,377,3171
7844,이혜진,광주광역시 서초구 논현9거리,23305,(유) 김,자동차 영업원,032-050-****,byeongceol20@gmail.com,bagseungmin,192.168.37.40,4990796457245371735,2015-12-15,53,7.142774239518,70306,720,5562
7845,문우진,전라북도 평창군 선릉가,42021,(주) 이,성직자,031-475-****,eunseo19@ju.com,ai,10.8.77.182,501825206045,1988-06-26,46,4.2337,461033,979,1500
7846,박은지,울산광역시 영등포구 백제고분거리,31762,김김,신용 추심원,054-747-****,gyeongja92@naver.com,myeongja32,192.168.132.103,6564011861317719,1987-06-02,35,5.4664467,855296,128,442
7847,최예원,전라남도 단양군 역삼길,10876,주식회사 김손김,기타 전기/전자기기 설치 및 수리원,033-515-****,jihye32@dreamwiz.com,haeungim,10.232.229.117,4141304916313,2009-04-28,24,5.3976,742890,341,3934
7848,조영호,부산광역시 성동구 강남대41거리,61299,박나김,전기공학 기술자 및 연구원,052-700-****,jeongsuggim@gimgimhwang.com,geonuson,172.31.86.63,6011570668027713,1970-07-20,51,2.1347832824,8580,948,5351
7849,김경수,울산광역시 종로구 도산대9로,33705,강황김,영상 및 관련 장비 설치 및 수리원,044-058-****,gohyeonju@dreamwiz.com,mijeongi,172.22.93.152,4788533203023551,2019-04-06,77,5.5622839,40133,85,6770
7850,김정훈,충청북도 괴산군 역삼거리,70072,송김김,시민 단체 활동가,055-319-****,gyeongjagim@seogimgwag.kr,hongyeweon,172.25.148.3,2279102572950966,2014-08-08,48,3.38112,57385,59,6604
7851,김성호,대구광역시 성동구 서초중앙가 (서윤오면),46835,박손김,제조관련 단순 종사원,061-640-****,sanghyeon10@yu.com,ogja72,172.28.181.44,567360538464,2000-04-30,36,2.839588,306837,902,6877
7852,이준혁,경상남도 과천시 봉은사거리 (지영강읍),1732,(유) 이,조세행정 사무원,064-783-****,coejieun@daum.net,yeongceol02,10.96.161.108,38941450354510,1994-03-16,42,8.7,222636,575,4506
7853,이윤서,전라북도 수원시 영통구 서초대거리,16501,김박,단조원,017-347-****,gyeongsu81@bagbaegi.org,jeongsughan,172.24.89.130,6011163825048051,1970-06-15,20,5.6078263722664,924785,541,2909
7854,이옥자,충청남도 화성시 가락04길,98405,박서,제관원,010-5744-****,yeji29@ju.net,yeongsu36,10.139.152.34,213117645002382,1978-06-24,16,7.57,931304,12,6604
7855,박미경,전라북도 공주시 석촌호수944로,61763,주식회사 고홍양,큐레이터 및 문화재 보존원,016-184-****,myeongsugmin@ijanggang.kr,ogsun05,172.27.82.146,345749048036293,1991-09-06,64,8.7113443,300301,727,9419
7856,이예진,충청남도 의왕시 오금49로 (현준서마을),53000,김김,소방관,062-548-****,jieun42@naver.com,haeungim,192.168.199.192,2719752498277734,1991-05-04,10,1.69669545984,277126,750,8232
7857,김하은,전라남도 양양군 양재천거리,17293,조박,내선전공,053-610-****,yejigim@naver.com,gimgyeongja,192.168.243.176,4690962378366015,1994-07-29,53,3.5525279169,432604,625,7711
7858,이지훈,전라남도 부천시 오정구 석촌호수가 (은주곽이마을),61907,장황배,콘크리트공,064-715-****,oyeeun@yu.net,xbag,192.168.64.55,379257894766897,1983-11-30,55,7.14818106973,107929,842,9390
7859,박보람,광주광역시 남구 압구정92길 (도현이오마을),87308,김박,기타 서비스관련 단순 종사원,032-910-****,seongjin02@yuhanhoesa.com,sbag,10.36.193.13,6011704630923945,1980-10-25,91,3.76,509493,992,5543
7860,김정호,대전광역시 종로구 강남대길,81282,이이이,환경/청소 및 경비 관련 관리자,062-430-****,gan@hotmail.com,ijeongsu,10.13.22.62,30262543470579,2015-09-01,44,7.76291258,399955,519,7024
7861,안민석,대전광역시 북구 잠실08로 (상훈안박리),29323,유한회사 김류장,금형원,044-012-****,ni@yu.com,jgim,10.12.39.182,6011989120603491,2021-01-03,72,5.392578403255,853555,724,829
7862,최예지,울산광역시 서대문구 개포가,20390,(유) 오,숙박시설 서비스원,054-841-****,omiyeong@hanmail.net,yeeun75,192.168.53.203,4561307290520453,2005-12-01,20,5.36811342,789170,479,2654
7863,권숙자,강원도 화성시 개포82길,82453,유한회사 류,산업전공,010-2993-****,junyeong98@jusighoesa.com,ieungyeong,172.22.239.213,564395936128,1981-07-21,90,2.2172105,706880,461,9369
7864,최성민,대구광역시 서구 서초중앙98길,86294,이강,웹 및 멀티미디어 디자이너,011-478-****,mi@ganggweonbag.kr,dsong,10.250.146.245,4744380889531818495,1976-12-26,27,5.4826221,515537,372,6641
7865,백승민,제주특별자치도 안산시 상록구 테헤란거리 (은서송마을),87513,유한회사 임이박,기타 서비스관련 단순 종사원,019-206-****,jeongsu76@live.com,iseonyeong,10.152.78.1,503856236404,1973-05-25,62,6.90754651,517051,208,1919
7866,서영진,인천광역시 중랑구 오금5로,74359,최김김,운송관련 관리자,043-049-****,jaehyeoni@imhong.org,seoyeon91,10.202.55.213,675967841643,1996-04-14,9,8.222622779389,550193,391,6028
7867,김영미,대전광역시 성북구 강남대868길 (지훈문리),26588,문김,금융관련 사무원,052-150-****,anyeongja@hanmail.net,yeongja21,10.106.102.165,4445619930554536031,1975-09-11,51,6.79812,991497,694,9859
7868,박준호,충청북도 안산시 학동가 (성훈박안읍),54500,(유) 김김김,판사 및 검사,054-748-****,ujin57@hanmail.net,migyeong04,10.91.174.246,2470208126446018,1996-06-08,62,8.691189961378,257949,516,2161
7869,조예지,경상북도 광명시 잠실거리 (은경윤박면),99220,권손박,기타 사회복지관련 종사원,052-630-****,iseongho@coebag.com,ijimin,192.168.251.132,340136860376947,2017-08-01,73,8.36322844,874121,690,2019
7870,김미영,경기도 청양군 서초중앙114길 (지은송이동),70579,이남이,지휘자/작곡가 및 연주가,043-347-****,gyeongsug57@nate.com,gimjeonghun,192.168.56.247,2556258697979878,1982-11-04,25,3.254281017763,556832,683,2635
7871,정영수,충청남도 천안시 서북구 테헤란996로 (성진황안읍),30515,(주) 고,안경사,054-460-****,migyeongseo@yu.com,sgu,192.168.187.58,4857001462880108295,1999-08-05,22,3.64705,750562,85,6785
7872,차영길,제주특별자치도 파주시 석촌호수거리,47872,유한회사 김이이,금속가공관련 제어장치 조작원,032-939-****,hyeonji75@hanmail.net,ghong,192.168.150.185,2266305531489415,1973-10-12,77,6.488553314,114896,410,8370
7873,노아름,경기도 춘천시 개포9로 (채원손리),47035,윤최,경비원,010-1730-****,wi@nate.com,phan,172.21.173.38,3596348790895418,1982-03-25,95,7.87344486159,691575,522,4413
7874,지정순,경상남도 괴산군 영동대0로,37722,김우박,제분 및 도정 관련 기계 조작원,041-582-****,fyun@gmail.com,jaeho51,172.24.45.115,4863087019250,1986-09-18,38,8.77746,196032,399,4047
7875,김채원,울산광역시 중랑구 선릉370가,32710,김오,마술사 및 기타 문화/ 예술 관련 종사자,070-8520-****,ii@bagcoeno.kr,jeonghoi,192.168.57.168,373553650687848,1984-10-04,90,8.6427,897346,491,2405
7876,김정식,대구광역시 동대문구 논현길 (승현김마을),81516,유한회사 이,기타 서비스관련 단순 종사원,011-040-****,sunogbag@yu.net,jihun22,192.168.50.3,213121406681483,1981-01-29,46,6.93,466055,546,3120
7877,오영일,경상북도 홍천군 논현57가 (정호송마을),89379,최최윤,안마사,02-7195-****,yan@naver.com,seoyeon46,10.255.52.83,6011667617231923,2006-06-24,25,1.0,32770,238,7481
7878,하은서,경상남도 고양시 일산서구 가락가 (영희정리),17644,박김김,상품기획 전문가,011-553-****,gimsunog@ohong.com,yujingim,192.168.246.103,213149961585765,1975-08-04,51,3.241766078342,869612,723,9823
7879,권성진,경기도 철원군 양재천175로 (상훈이리),55945,김김손,강구조물 가공원 및 건립원,018-189-****,junho16@jusighoesa.net,mjo,10.125.164.103,4148666541611533432,2012-02-18,53,1.177911176989,245221,510,4333
7880,조병철,대전광역시 용산구 가락거리,69201,이김박,컴퓨터 보안 전문가,054-959-****,ryucaeweon@giman.com,ggu,172.30.153.80,676259378526,1989-12-22,22,4.1274,94714,218,5445
7881,이승민,울산광역시 동구 석촌호수거리 (정훈이읍),89555,(주) 김,철로 설치 및 보수원,041-246-****,yeonggilgim@yuhanhoesa.com,fi,192.168.27.237,3535192710352421,1970-09-08,75,7.5054,819294,542,1875
7882,이예진,서울특별시 송파구 강남대길,43764,유한회사 이,승강기 설치 및 정비원,053-929-****,gyeongsug35@live.com,sugjagim,10.159.104.184,3523619174549104,2013-10-23,80,5.3069658,670053,561,393
7883,김영미,대전광역시 금천구 압구정1로,3640,(유) 강,택시 운전원,010-7865-****,iyeongja@dreamwiz.com,hongminjae,192.168.125.230,4703794876994659447,2014-02-21,7,8.5183801,670681,962,1657
7884,성서윤,부산광역시 은평구 영동대31길 (미숙박김동),81081,김김,고객 상담 및 모니터 요원,02-4924-****,kno@naver.com,anyejun,10.131.23.130,3504003812538519,1988-12-29,87,2.9458,536373,435,2058
7885,이진우,광주광역시 성동구 영동대가 (민준이리),59699,유한회사 홍김한,건설 및 광업 단순 종사원,032-997-****,jongsu53@ju.com,sgu,172.22.121.202,346812554144213,2012-04-02,33,5.652828605,620721,620,8752
7886,한하은,울산광역시 마포구 백제고분47거리,61709,박임,장학관/연구관 및 교육 관련 전문가,041-619-****,ogja40@hotmail.com,eunyeong82,192.168.178.37,2262884792849479,1997-09-30,56,3.384998,66693,150,7864
7887,김유진,전라북도 논산시 테헤란길 (상현박리),83913,유한회사 전,경기감독 및 코치,052-275-****,eunseo17@dreamwiz.com,gweonjeongung,192.168.206.89,6011645248371854,2019-11-08,83,6.60177913439519,129343,611,4680
7888,이영자,제주특별자치도 인제군 논현가 (현숙이고리),37219,유한회사 한,자동차 부분품 조립원,016-979-****,seongyeongil@yangigim.com,hyeonjeongjang,10.0.73.230,30021430546242,1987-08-13,62,4.74071369015,927196,411,3109
7889,김영자,충청남도 의왕시 오금로 (민준임구면),99823,(유) 류,장학관/연구관 및 교육 관련 전문가,031-287-****,jungsu22@nate.com,isangceol,10.246.115.216,180073030223738,1996-06-23,47,5.24013992127577,793278,58,246
7890,박민지,경기도 수원시 권선구 영동대1길,28168,(유) 장,도장기 조작원,033-094-****,gimjihyeon@gangsong.kr,ugim,10.87.193.214,3558976536284806,1994-08-09,49,4.43507606072454,272820,133,8560
7891,황정호,경기도 수원시 석촌호수거리,52124,박김최,판사 및 검사,052-767-****,areum61@inam.com,yeonghoi,172.22.96.16,377726753747083,2020-10-23,22,3.9702,52045,398,4446
7892,박미정,경상북도 청주시 서원구 도산대8거리,83427,(유) 강최권,국악 및 전통예능인,016-039-****,li@dreamwiz.com,hanhaeun,192.168.21.168,4245978066485,1976-07-07,40,6.50908,458378,920,9383
7893,김아름,충청북도 속초시 서초대길,98264,주식회사 박,통역가,041-238-****,seojungim@gimgimbae.kr,byeongceol19,192.168.232.67,180014273765167,1985-07-21,33,8.2983124,493616,775,3263
7894,신영자,경상북도 여주시 서초중앙가 (현우성동),66859,(유) 김박김,데이터베이스 개발자,017-673-****,jeongsig60@daum.net,misugyun,10.176.184.52,4041177107960758,1974-05-19,73,4.9412962,537254,734,2583
7895,류건우,부산광역시 금천구 선릉3가,11247,이김박,간호조무사,064-713-****,jinhoyun@gimha.com,bagseonyeong,192.168.192.162,30188977862553,1982-06-19,62,1.1,669125,599,9993
7896,서영호,전라남도 평창군 오금길 (영식김김마을),55779,최손,공업 배관공,042-202-****,seoyeon09@seoryu.kr,misug52,10.170.238.199,570943657835,1986-12-19,98,5.681,342309,708,7758
7897,김민준,대구광역시 서구 개포6가,61538,주식회사 조박이,자연과학 시험원,052-862-****,seonyeong51@gimgimha.kr,jeongsigryu,172.23.0.78,371283574079003,1995-06-18,97,1.9892892,568695,510,9636
7898,백성진,인천광역시 중랑구 논현길,1842,최강박,건설 및 광업기계 설치 및 정비원,018-572-****,gimjinho@dreamwiz.com,fyun,192.168.47.143,4283277982455887,2012-05-27,84,3.85218823985804,637069,330,572
7899,박현정,전라북도 청주시 상당구 반포대길,88967,(주) 김송양,조림/영림 및 벌목원,053-389-****,gimdohyeon@jusighoesa.kr,gimgyeongsu,172.28.76.25,213107015130145,2015-05-01,33,2.77627,481362,401,7130
7900,권서영,울산광역시 성북구 삼성200길,2210,(유) 장,메이크업 아티스트 및 분장사,02-8417-****,jeonminseo@ju.com,hyejin21,172.24.211.145,3541906356714947,2007-01-10,53,1.234680614009,731536,202,9330
7901,박재호,충청북도 성남시 분당구 오금140거리,18073,최김,종이제품 생산기 조작원,011-607-****,gangseongho@gmail.com,sinyeongil,10.141.74.181,213161828647449,1994-07-24,31,6.8666722657948,587098,515,345
7902,서영호,대구광역시 금천구 역삼거리 (민준조동),81150,김박문,만화가 및 만화영화 작가,052-806-****,jyang@naver.com,eunyeongyang,192.168.146.236,4931231011225437,1997-08-06,42,3.730040761628,423992,279,2810
7903,우민재,부산광역시 성북구 서초대706가 (영수이읍),18198,김양김,조세행정 사무원,043-754-****,usim@ju.net,byeongceoljo,192.168.149.25,30024580527038,2007-12-12,5,1.489026,349729,700,7036
7904,송영숙,경기도 수원시 반포대거리 (영숙권엄읍),4930,김김조,보조 교사 및 기타 교사,055-105-****,gimseohyeon@daum.net,ryujiweon,192.168.243.198,343260627610773,2020-04-20,95,1.631,347490,690,8709
7905,윤재현,경상북도 원주시 테헤란거리,74259,서이이,보육 교사,011-184-****,jeongsiggim@hanmail.net,yeongil28,172.25.56.189,4662325451774,2010-02-24,87,2.79049667551,162565,539,1624
7906,이혜진,제주특별자치도 용인시 처인구 도산대87길,45643,(주) 김이박,철도 기관차 및 전동차 정비원,018-969-****,jaehoi@dreamwiz.com,than,192.168.111.228,4407138098426785,1986-03-18,58,8.48550943,766023,798,2198
7907,박하은,경기도 과천시 개포거리,92359,최이이,자재관리 사무원,042-421-****,wgim@ju.com,qbag,172.23.74.118,345994189013434,1985-12-06,99,3.8,346905,773,286
7908,최준영,인천광역시 강남구 언주거리,33373,곽최,기자 및 논설위원,052-138-****,minjaeyun@jusighoesa.org,jiyeon15,172.27.150.17,30372451071846,2007-12-10,3,6.728806247,162924,450,9104
7909,노민재,경기도 안양시 동안구 선릉로,19297,김황장,기타 제조관련 기계 조작원,011-804-****,qgim@dreamwiz.com,jihye49,172.25.167.221,6011883175866220,2003-07-20,6,4.6336149325861,755410,297,4515
7910,장예지,인천광역시 강북구 삼성6거리,20330,(유) 박,위관급,043-199-****,jeongsun01@gobae.org,yeongjingweon,172.25.25.64,3536767335587938,1985-11-10,91,2.433447686,950443,149,371
7911,강경희,충청북도 홍천군 백제고분449가 (시우김동),54296,(유) 김박김,항공기 조종사,051-286-****,jihun00@yu.com,coesanghyeon,192.168.31.22,374497818614220,2001-09-11,5,8.69698851,270926,38,596
7912,김영호,광주광역시 동작구 압구정길,95784,(유) 서조정,기타 전기/전자기기 설치 및 수리원,051-518-****,jiweonjeon@yuhanhoesa.kr,gyeongsucoe,172.19.168.197,2284712558180827,2008-05-05,97,1.19,881078,979,3536
7913,이명자,전라남도 광주시 삼성8가 (영길양김마을),13538,조김,촬영기사,02-9007-****,jeongseohyeon@ju.net,hyeonji53,10.156.89.136,213184825182491,2007-11-14,15,4.906889367043,379364,105,5464
7914,김병철,대전광역시 동작구 봉은사805로,13415,오류김,기업고위임원,031-930-****,yunseobag@yunryu.kr,ei,10.148.235.130,2420852732719309,1973-02-13,24,3.3567887727,90384,225,1671
7915,이서연,인천광역시 성동구 강남대3거리,64700,주식회사 홍권류,사진인화 및 현상기 조작원,031-436-****,jihungweon@nate.com,jia19,172.19.67.210,36826778842258,1971-07-19,73,7.87,404428,433,5582
7916,고현숙,대전광역시 은평구 압구정5로,11632,주식회사 고김이,토목공학 기술자,064-745-****,baegjihun@yuhanhoesa.net,nsin,10.100.87.48,4781762229420064,1984-07-17,92,4.34409,5170,376,3996
7917,황영수,대전광역시 서대문구 영동대75거리,31341,김이,조사 전문가,042-500-****,gyeonghyisim@nate.com,junyeongan,10.133.53.215,2247194167437243,1976-01-08,76,3.884769,752360,83,6657
7918,황정웅,대구광역시 서초구 반포대길 (은영문동),4152,박김,제품 및 광고 영업원,054-698-****,vo@gimhong.com,sunog48,172.17.221.90,30283775262179,1975-09-25,54,4.59177782,457103,859,4335
7919,김상호,충청북도 정선군 석촌호수가 (순자이윤면),32958,윤박류,식품/섬유 공학 및 에너지 시험원,032-748-****,sgim@yuhanhoesa.kr,seonghun33,172.18.220.206,213131864826827,2000-04-28,30,6.260735200994,414780,182,2488
7920,황준혁,충청남도 보령시 언주가 (현주김진동),72139,심정,육류/어패류 및 낙농품 가공 기계조작원,010-5877-****,sanghun49@jusighoesa.org,seunghyeonu,10.110.208.227,4609413776561434309,1970-07-30,73,6.870085,418165,910,4904
7921,김서연,경상남도 화천군 학동01가 (영순김이마을),83833,문최차,제조관련 단순 종사원,017-354-****,byun@live.com,bjang,10.54.50.80,4695912640137244,1990-03-20,13,4.3,882797,900,624
7922,김숙자,광주광역시 중구 학동46로 (정숙이차동),62571,김박,생명과학 연구원,055-822-****,ijiu@nate.com,yeongceolgim,10.109.175.231,3564357683905232,1982-01-06,59,3.53217,902412,343,4206
7923,이상철,전라북도 옥천군 압구정8로,68375,백김,건축 목공,016-630-****,ngim@daum.net,jihyei,172.30.27.36,3537496505320248,2010-07-28,48,6.70157038739993,666228,554,4462
7924,김현준,세종특별자치시 마포구 서초중앙0가 (영숙고리),18564,박박김,안경사,044-952-****,baghyejin@hotmail.com,bagjeongsig,192.168.218.217,2263830091753549,1975-03-04,72,7.4809929229635,489707,62,3597
7925,이성민,충청북도 예산군 테헤란가 (경희황최면),1648,이김,연구 관리자,031-130-****,jaehogim@gimcoeson.com,isujin,172.28.221.173,5233295978565707,1977-10-09,42,7.1924932549,17712,639,2984
7926,배준호,세종특별자치시 중구 영동대98가,15260,(유) 홍,어부 및 해녀,018-859-****,sunjaan@coecoegim.kr,minseo27,10.52.217.133,4722906398800,2001-01-14,35,1.422663819,34722,855,2465
7927,김성민,울산광역시 중구 영동대가,76922,이송김,곡식작물 재배원,064-748-****,yangseungmin@iii.org,sunog32,172.16.178.162,373047925641680,2010-07-28,37,5.33232673774,830004,310,499
7928,김성현,서울특별시 은평구 선릉거리 (하윤이김읍),88432,유한회사 이이남,제품 디자이너,042-509-****,rhong@naver.com,bageunyeong,192.168.64.29,180044278195672,2011-11-22,81,6.484908,194910,808,1125
7929,김현주,대구광역시 서구 서초대6거리,78342,김김,기타 운송장비 정비원,044-157-****,sujin22@gmail.com,yeongja89,10.245.130.77,4025855790367056,2009-04-22,13,2.8617833,739315,971,1870
7930,김동현,부산광역시 서구 테헤란62로,14612,박우,네트워크시스템 개발자,018-461-****,areumi@hanmail.net,jihun77,10.22.248.9,4826047298627113,1998-07-24,99,7.81426534,919860,403,5581
7931,유수민,인천광역시 마포구 강남대가 (정수이이리),65278,(유) 이김최,위생사,070-9155-****,usong@live.com,gjeon,192.168.0.204,6011164865931727,2008-02-29,77,6.52211512,420936,687,2352
7932,최명숙,제주특별자치도 부천시 소사구 도산대거리 (옥순김배읍),12297,이이이,식품/섬유 공학 및 에너지 시험원,011-800-****,bi@gimhongcoe.com,pgang,10.209.85.79,4073408711581354,1982-09-18,33,5.826993650361,589547,987,6022
7933,성정호,전라남도 춘천시 오금로 (승현이김리),80213,(유) 민,기타 배관공,041-023-****,junhyeoggim@yuhanhoesa.com,jihye80,172.31.95.19,4117561697440,2005-06-21,40,6.1545485,295904,616,4356
7934,이지영,경상남도 과천시 삼성6로,91213,주식회사 조,마술사 및 기타 문화/ 예술 관련 종사자,044-125-****,gimyejun@nate.com,misug43,172.21.47.79,4346900177516032,2018-02-02,52,8.66577447524509,772223,345,5540
7935,박도현,인천광역시 노원구 서초대6가,2632,김장최,안내 / 접수 사무원 및 전화교환원,053-619-****,eunyeongju@hotmail.com,qhan,192.168.2.106,676123129758,2005-03-16,58,6.200644507685,798341,502,468
7936,최우진,대전광역시 구로구 개포754거리,86619,김진김,측량 및 지리정보 전문가,033-316-****,jihunseo@live.com,jeongunghong,172.26.12.49,676232189636,1995-12-27,20,2.80582,800636,466,1099
7937,최재현,전라북도 태백시 논현가,34619,이김,중식 주방장 및 조리사,055-655-****,iyeweon@jusighoesa.kr,seonyeong86,10.241.149.42,180007896868236,1989-06-05,30,1.93603113249,875953,771,6710
7938,이병철,대구광역시 구로구 삼성503길 (수민고윤마을),66079,이최,간판 제작 및 설치원,02-9323-****,gimsangho@hanmail.net,jangjeongsun,10.220.67.127,180007527066911,2019-01-21,77,6.8678263,695940,809,885
7939,오주원,전라남도 의왕시 언주가,94637,주식회사 이이권,건축 석공,019-099-****,bagseonghyeon@baggimi.kr,jieun90,192.168.167.111,30448780269390,1987-06-20,90,6.2738793887,637185,541,275
7940,김보람,전라남도 용인시 수지구 가락가,54619,(유) 서,보건위생 및 환경 검사원,02-2499-****,yejun64@nate.com,wgim,10.77.146.8,4896944807859040390,1982-12-21,54,2.88,718950,490,340
7941,최승현,광주광역시 광진구 양재천가 (영미이강읍),13733,김최장,금형원,062-938-****,ngim@hanmail.net,ieunjeong,172.29.42.179,4529136467036770024,2003-11-19,20,6.154575498185,972169,616,8282
7942,문영수,서울특별시 동작구 잠실254가,8875,(주) 서최양,인터넷 판매원,043-798-****,coejeongung@ju.net,jiweongweon,192.168.71.26,3528820228584700,1996-07-14,11,1.80556821,969228,781,9581
7943,노예진,전라북도 안양시 동안구 봉은사거리 (성민하리),12118,유한회사 강,정부 및 공공 행정 전문가,061-373-****,gyeongsugbaeg@dreamwiz.com,jusanghun,192.168.84.119,6011548287755641,1988-04-13,31,7.9806966809296,602121,748,3656
7944,고영환,경기도 강릉시 석촌호수가 (옥자김면),463,유한회사 김박이,주유원,054-431-****,iminjun@daum.net,gimseongho,10.68.108.37,180031519712738,1996-11-08,84,6.69307399,634339,613,7502
7945,박수진,광주광역시 서구 논현36로 (정수김리),24895,이나,냉동/냉장 /공조기 설치 및 정비원,064-786-****,hyeonsugi@hotmail.com,coeeunseo,192.168.76.250,4424050677047842,2018-08-15,61,2.7426377016,500855,225,7979
7946,김미정,경상북도 양양군 백제고분5길 (준혁박리),14867,유한회사 이,텔레마케터,063-060-****,jihyeon82@daum.net,hwangbyeongceol,10.117.42.225,2231943771226196,2008-04-30,58,6.90151365,452107,46,2665
7947,정명자,인천광역시 성동구 개포길,6397,박박최,감정평가 전문가,010-6805-****,seonyeongjo@hanmail.net,seohyeon05,10.75.222.213,2283329530684726,1975-11-22,69,8.9,433441,15,5136
7948,이현준,경기도 부천시 소사구 도산대7가 (예은황면),37709,김임,무인 경비원,033-683-****,sujin49@coei.org,ni,10.124.178.180,4662659407591168178,1995-02-16,52,1.440662365332,916794,21,526
7949,권지우,광주광역시 성동구 선릉길 (은서김마을),93842,(주) 이성김,식품 및 담배 등급원,054-724-****,jinujang@ju.kr,gangsunog,192.168.30.76,4741019425786833,1974-09-28,23,8.595,559449,362,7878
7950,손숙자,대구광역시 은평구 개포로 (영길박리),98276,배이홍,기타 건설관련 기능 종사원,02-1649-****,iminjun@hanmail.net,jeongsu03,10.212.244.34,2341765652013071,1990-10-06,8,6.2,893375,416,9622
7951,김도현,충청북도 광명시 영동대87거리 (서윤장박읍),6581,(주) 김김한,초등학교 교사,070-6011-****,jongsuyun@daum.net,iyeongjin,172.27.97.109,3522721264523998,2014-06-21,35,6.42257457789222,78932,586,3829
7952,백정호,대전광역시 서구 테헤란길,64241,(주) 조배이,웹 개발자,070-2651-****,iogsun@daum.net,minjaebag,172.26.37.41,2270962531104560,1982-07-16,20,7.52859366471,370536,192,9190
7953,김광수,전라남도 양구군 서초중앙길,96940,(유) 박,결혼 상담원 및 웨딩플래너,010-4666-****,junhyeog65@hotmail.com,jeonghyii,172.26.144.61,3534606873439353,2021-03-29,38,7.879781,60027,371,4097
7954,김수빈,울산광역시 동대문구 개포가 (아름이배면),82499,(유) 강안김,가구조립원,032-595-****,sunogi@ii.com,jiweon58,192.168.118.47,639035877278,1986-04-11,4,8.846,632104,154,2414
7955,임정호,광주광역시 서초구 석촌호수5거리 (정남류문면),14717,오김임,하역 및 적재 단순 종사원,02-7343-****,jeongja54@nate.com,ji,172.21.246.158,2459782102178923,2011-05-27,67,5.13,803791,861,1952
7956,김도윤,강원도 음성군 테헤란92거리 (현정이주동),41415,김배송,캐드원,016-492-****,jeonghun98@ju.kr,iseongmin,172.21.128.77,2356285032061270,1973-04-21,39,5.9867074931,3661,874,5752
7957,김경자,전라남도 수원시 권선구 영동대거리,24823,이이김,항공기 객실승무원,063-276-****,eungyeong73@dreamwiz.com,haeun14,192.168.83.239,6592422965016782,2013-01-31,91,2.245773681,582513,918,6886
7958,박혜진,전라남도 서천군 언주927길,27473,(주) 박,임상 심리사 및 기타 치료사,054-793-****,sanghyeonseong@ju.kr,yeongsu50,10.81.147.207,3526562971648355,1999-04-14,10,1.797059656,592283,634,616
7959,신성훈,경상남도 천안시 서북구 개포12로,62192,(유) 정,기타 석유 및 화학물 가공장치 조작원,032-640-****,heoyunseo@gweongim.com,hyeonju84,10.35.98.217,4895269499279520,2016-02-20,58,7.87345672190971,279676,834,5771
7960,최서영,대구광역시 금천구 언주로 (지아박동),25911,유한회사 백,미장공,070-9499-****,hyeonsug15@nate.com,seongjin96,10.174.100.126,6011600885217142,1991-09-17,40,8.78175228,344970,810,5935
7961,김영철,광주광역시 구로구 반포대길 (현주박읍),8323,(주) 강김김,인사 및 노사 관련 전문가,033-707-****,iminjun@sonjeon.org,seohyeon80,192.168.228.190,502020979006,2012-02-19,27,2.3,736745,680,433
7962,박상호,세종특별자치시 노원구 논현가,57354,(주) 김,운송장비 조립원,042-145-****,jieuncoe@bagbae.org,yeongja08,192.168.95.103,2322907499115239,1976-01-08,80,1.57916637,961383,114,6972
7963,이지후,경상남도 당진시 삼성길,6247,주식회사 이,자동차 부분품 조립원,033-699-****,subinseo@gmail.com,ogjai,172.29.244.63,4409984800952,1994-07-17,68,8.47520199,467284,154,8109
7964,고정수,경기도 고양시 일산동구 선릉길,14536,김이이,기자 및 논설위원,070-9624-****,myeongjabag@dreamwiz.com,xgweon,10.195.37.101,3508270402331128,1993-06-30,39,1.7625804205687,38016,128,8138
7965,이도현,울산광역시 서대문구 잠실로,15635,류유박,건축 석공,032-374-****,seonghojang@dreamwiz.com,eungyeong37,10.208.41.80,6521210663008177,1970-11-22,88,7.22633,821940,517,8213
